VB_ID,ID_Num,FIRE_NAME,FIRE_YEAR,WFU,Veg,AGENCY,ICS_CODE,PCT_FS,FIRESIZE_HA,BA90_HA,BA90_PCT,MaxPatch_HA,IGNITION_DATE,CONT_DATE,sdc,MSI,AWMSI,MPFD,AWMPFD,max_tmmx,max_tmmn,min_rmax,max_bi
1999SUGAR,447,SUGAR,1999,no,Forest,USF,SHF,79.5,2065,120,5.8,22,19990823,19990907.0,0.01829211976208526,0.08444969898427734,0.03741547171405167,1.3791309250906507,1.3486282702917487,37.43035278320315,20.680841064453148,34.40166091918945,67.40991973876953
2000ARNOT,454,ARNOT,2000,yes,Forest,USF,STF,100.0,252,6,2.2,2,20000628,20000802.0,0.027235801800506658,0.07857778360306202,0.043386229364293045,1.3726392723399963,1.350045663623963,27.845056152343773,11.972497558593773,38.25030517578125,70.273162841796875
2000BARK,457,BARK,2000,no,Forest,USF,KNF,52.15,764,241,31.5,111,20000721,20000728.0,0.005779607784372208,0.07147123905080852,0.015817525134248306,1.368749969755546,1.3184693651471444,34.34502563476565,14.749963378906273,59.32155990600586,59.650596618652344
2000CABBAGE,458,CABBAGE,2000,no,Forest,USF,MNF,99.85,587,19,3.3,3,20000325,20000405.0,0.030387691158837934,0.08683151134367885,0.05426353628301043,1.3786948339327307,1.3592030277976415,26.398370361328148,8.644036865234398,44.25035858154297,38.8775749206543
2000HIGHWAY,464,HIGHWAY,2000,no,Forest,CDF,FKU,80.43,273,29,10.7,15,20000813,20000820.0,0.012883296721617926,0.07242058212920353,0.027160494605664953,1.366485782707352,1.3305992200548549,35.31588134765627,20.311212158203148,33.35542678833008,64.91313171386719
2000JOURNEY,465,JOURNEY,2000,no,Forest,USF,SRF,78.32,418,106,25.4,46,20001007,20001013.0,0.009107387171179933,0.08130300697074017,0.021070521417039825,1.3739848176061058,1.332228186325975,28.301721191406273,12.192712402343773,46.088951110839844,57.923789978027344
2000MANTER,467,MANTER,2000,no,Forest,USF,SQF,69.69,32061,13978,43.6,8011,20000722,20000906.0,0.0034158413667905387,0.08335306309831016,0.010824542532625452,1.3776899553999726,1.412711038707991,34.1820007324219,17.328454589843773,32.219703674316406,96.3266830444336
2000SAWMILL,474,SAWMILL,2000,no,Forest,USF,INF,100.0,133,15,11.1,6,20000803,20000813.0,0.026317937197500484,0.05961418882260951,0.041616157269809925,1.3632060012183944,1.370379287719287,27.697656250000023,12.523522949218773,26.66657257080078,72.256561279296875
2000STORRIE,476,STORRIE,2000,no,Forest,USF,PNF,92.1,22806,6273,27.5,1869,20000817,20000927.0,0.0027059482014463623,0.06942166168123098,0.009350226271843454,1.366084035020419,1.3485029870452034,32.39492187500002,15.521173095703148,33.705909729003906,75.69221496582031
2000TOWN,477,TOWN,2000,no,Forest,USF,MNF,95.03,459,125,27.3,104,20000331,20000401.0,0.007027519782167252,0.08826592191678495,0.016654709334724033,1.388087255619581,1.358827659154769,22.941644287109398,10.151361083984398,40.852664947509766,38.80829620361328
2001BELL,479,BELL,2001,no,Forest,USF,MDF,100.0,1236,409,33.1,222,20010808,20010819.0,0.005838335915968,0.07573560316570087,0.017755443396670588,1.3703897618473295,1.3452663281698254,35.49837646484377,15.389459228515648,43.13273239135742,57.32817840576172
2001BLUE,480,BLUE,2001,no,Forest,USF,MDF,95.18,13926,4086,29.3,1535,20010808,20010821.0,0.005050448992638722,0.06679273119455124,0.01263228671930099,1.3636696429274755,1.37161355835809,30.986718750000023,13.452569580078148,35.30730056762695,79.30211639404297
2001BRICEBURG,481,BRICEBURG,2001,no,Forest,USF,SNF,74.12,300,44,14.8,28,20010724,20010806.0,0.011518738211897885,0.041126648713022344,0.02307690468275972,1.3389463787949447,1.3310718501664298,35.59880981445315,18.953759765625023,49.7175178527832,64.28583526611328
2001BURNT,482,BURNT,2001,yes,Forest,NPS,KNP,0.0,948,84,8.9,22,20010730,20011217.0,0.01539032387575467,0.07258357802968893,0.03051089870983902,1.3747327017370226,1.3567667719520051,26.208459472656273,12.812738037109398,23.657527923583984,71.03424835205078
2001DARBY,486,DARBY,2001,no,Forest,CDF,TCU,75.29,5830,1273,21.8,253,20010905,20010924.0,0.008131742084121476,0.06891976009683175,0.017172996408271742,1.3686267681257285,1.3714502316205643,33.1346374511719,15.020867919921898,40.08249282836914,60.887855529785156
2001GAP,489,GAP,2001,no,Forest,USF,TNF,55.53,1013,663,65.5,663,20010812,20010820.0,0.0024851629309009748,0.07075732029533592,0.005360990915343115,1.3771921911247853,1.331966526964401,29.700982666015648,14.693994140625023,32.24271011352539,86.81143951416016
2001HIGHWAY,491,HIGHWAY,2001,no,Forest,USF,SQF,80.63,1691,169,10.0,32,20010703,20010930.0,0.01523511686629912,0.06618711638014377,0.029563069140575715,1.3631254922100258,1.3556244317829476,36.09624633789065,20.319207763671898,38.651737213134766,66.038330078125
2001HOOVER,493,HOOVER,2001,yes,Forest,NPS,YNP,0.0,3054,317,10.4,80,20010710,20011115.0,0.010064296226462615,0.07520846424253966,0.02261972415773415,1.368528326319203,1.34307654029646,26.820184326171898,10.274255371093773,31.271350860595703,85.65103912353516
2001HYAMPOM,494,HYAMPOM,2001,no,Forest,USF,SHF,96.92,481,135,28.1,79,20010831,20010903.0,0.005955528572873572,0.0635166095188197,0.013404352785628609,1.3589675555180394,1.3166380134012383,33.26275024414065,8.481103515625023,94.53121185302734,39.17548370361328
2001JONES,495,JONES,2001,no,Forest,USF,KNF,92.73,637,77,12.1,18,20010509,20010515.0,0.015373383838169621,0.06920890836014991,0.02972448953475082,1.3664530702588622,1.337551433713999,33.7105651855469,12.233178710937523,35.980140686035156,50.872249603271484
2001MOORE,499,MOORE,2001,no,Forest,CDF,TCU,100.0,238,10,4.2,6,20011027,20011030.0,0.02089672415691663,0.06591477203626943,0.032727300744448594,1.3772689913005967,1.3628782716957475,21.661035156250023,7.680139160156273,61.921226501464844,74.52021026611328
2001MUSIC,500,MUSIC,2001,no,Forest,USF,SNF,95.04,93,3,3.7,1,20010817,20010821.0,0.04181319815996454,0.08729723080184636,0.06842116538078058,1.3822328274672682,1.3692220965875734,34.23110351562502,19.520593261718773,37.34870910644531,68.51607513427734
2001NORTH_FORK,501,NORTH FORK,2001,no,Forest,USF,SNF,93.83,1697,471,27.8,141,20010820,20010903.0,0.005465407424486598,0.06181627134695323,0.015125623825619846,1.3623858816553978,1.3188777208286655,34.9409118652344,18.019525146484398,38.57004928588867,73.859161376953125
2001OREGON,502,OREGON,2001,no,Forest,CDF,SHU,51.29,693,396,57.2,378,20010828,20010902.0,0.0030292321011622754,0.08672817929893352,0.008555507948158165,1.3804882161826777,1.3414329903904192,35.49260864257815,13.393457031250023,66.80059814453125,61.32062911987305
2001ROCK,505,ROCK,2001,no,Forest,USF,MDF,100.0,711,73,10.3,15,20010808,20010817.0,0.019757891179613577,0.07270730914733801,0.03611793911254799,1.3776554690965443,1.361154759869262,34.72164306640627,14.146875000000023,46.581199645996094,53.661495208740234
2001ROCK_CREEK,506,ROCK CREEK,2001,no,Forest,USF,TNF,100.0,231,50,21.8,44,20010510,20010514.0,0.00634053326070868,0.06936520583332201,0.014430527418556532,1.3708492439545197,1.3160221461614359,25.953393554687523,6.661279296875023,42.930419921875,57.74192810058594
2001STAR,510,STAR,2001,no,Forest,USF,ENF,71.75,6842,2424,35.4,1055,20010824,20010825.0,0.003544518976277412,0.06480719935937747,0.010115810345038534,1.3613433783075914,1.345668797039429,30.334619140625023,12.490502929687523,41.65715789794922,66.58049011230469
2001STREAM,511,STREAM,2001,no,Forest,USF,PNF,100.0,1469,797,54.2,627,20010725,20010803.0,0.004209531786653615,0.07567688870650745,0.01005231872196298,1.3735738362062375,1.379038844295965,31.182946777343773,11.353417968750023,35.645660400390625,101.56377410888672
2001SWILLUP2,512,SWILLUP II,2001,no,Forest,USF,KNF,98.74,3327,328,9.9,86,20010915,20011030.0,0.010141076466684107,0.07773846968087103,0.024396460385969976,1.3736073597306018,1.3411353057167872,31.092919921875023,15.583032226562523,31.6522216796875,60.314788818359375
2001TREASURE,514,TREASURE,2001,no,Forest,USF,TNF,87.83,152,38,24.9,34,20010910,20010914.0,0.006360020962153877,0.05782492451649802,0.014972407664665524,1.3487660425214871,1.3011898291043202,27.089105224609398,6.046929931640648,62.774349212646484,54.38912582397461
2001TROUGH,515,TROUGH,2001,no,Forest,USF,MNF,96.03,10242,3188,31.1,773,20010808,20010820.0,0.0049242266741073475,0.07671693957478364,0.01337453296936537,1.3739277189273442,1.3712525533222437,35.38411865234377,23.390893554687523,33.79180908203125,60.231563568115234
2001WHITE,517,WHITE,2001,no,Forest,USF,STF,99.92,101,26,25.3,26,20010819,20010823.0,0.010180945830636962,0.018479537754740923,0.018479537754740923,1.3591122344790987,1.3591122344790987,30.813592529296898,13.937097167968773,37.20628356933594,94.48008728027344
2001WHITE_SQF,518,WHITE,2001,no,Forest,USF,SQF,100.0,138,6,4.4,4,20010512,20010612.0,0.022043229715769917,0.034123830631172095,0.03333333754558953,1.3408993267210798,1.3447379715114105,25.395928955078148,7.728814697265648,45.024044036865234,68.15225982666016
2002CONE,527,CONE,2002,no,Forest,USF,LNF,83.06,824,338,41.0,308,20020926,20020930.0,0.004046211464618697,0.0670707788340081,0.009929077597004066,1.3682200538579867,1.3490950939054989,23.754663085937523,3.6922241210937727,34.28486251831055,79.62532043457031
2002FORKS,534,FORKS,2002,no,Forest,USF,KNF,99.37,580,152,26.2,100,20020609,20020613.0,0.00787416982595101,0.08309121181100597,0.018525066931494905,1.3813300385489122,1.3575487999658151,32.96114501953127,13.058801269531273,49.94370651245117,65.709381103515625
2002GONDOLA,538,GONDOLA,2002,no,Forest,USF,TMU,60.69,260,50,19.2,14,20020703,20020710.0,0.013744179603548925,0.05901356505716465,0.023826698719869702,1.3468013764588822,1.3240404021067855,29.746179199218773,13.682061767578148,32.378658294677734,67.13709259033203
2002MCNALLY,543,MCNALLY,2002,no,Forest,USF,SQF,99.04,61516,16836,27.4,2577,20020721,20020828.0,0.004164873305553976,0.07338653243979577,0.012553566864753845,1.369228747445783,1.3666493926098229,26.196038818359398,14.040093994140648,28.018760681152344,81.95610809326172
2002PALISADE,545,PALISADE,2002,yes,Forest,NPS,KNP,0.0,612,111,18.2,34,20020826,20021110.0,0.013571123197178016,0.07352757969248731,0.028109853012780826,1.3762947216410737,1.3532055841171502,16.555657958984398,5.603509521484398,24.393383026123047,83.8023910522461
2002PIUTE,548,PIUTE,2002,no,Forest,USF,INF,100.0,158,44,27.5,12,20020924,20021020.0,0.01708827302416654,0.045102831227861864,0.02935527880810397,1.3525532543734773,1.3530185551757865,14.397790527343773,3.0591064453125227,25.701601028442383,69.02351379394531
2002PLUM,549,PLUM,2002,no,Forest,USF,ENF,54.75,745,40,5.4,7,20021112,20021220.0,0.02202438642699945,0.06411065801110187,0.03888889207337178,1.3640748194053254,1.3459260804935937,21.198510742187523,9.218713378906273,31.950176239013672,53.07780838012695
2002SAINTPAULI,552,SAINT PAULI,2002,no,Forest,USF,ENF,94.03,133,17,13.2,17,20020726,20020730.0,0.008295657814559551,0.07242826952361853,0.01890032634973224,1.3574425969305144,1.3268254653339748,33.83233032226565,15.882623291015648,42.324195861816406,59.562740325927734
2002SHOWERS,553,SHOWERS,2002,no,Forest,USF,TMU,100.0,117,31,26.4,14,20020819,20020825.0,0.011793435245103038,0.0535908930016202,0.022417173556445427,1.3455752800019027,1.3179496662107253,22.140832519531273,8.584527587890648,39.91612243652344,81.32825469970703
2002SPI3SOURGRASS,555,SPI #3 SOURGRASS,2002,no,Forest,CDF,TCU,55.32,271,9,3.3,3,20021125,20021130.0,0.02813499884567551,0.07641161931758575,0.047333323480251516,1.3726062262311436,1.352284206217237,15.007257080078148,1.5364013671875227,34.12689971923828,68.27812194824219
2002STANZA,556,STANZA,2002,no,Forest,USF,KNF,100.0,1171,220,18.8,57,20021125,20021130.0,0.010703560249384675,0.06804553714188866,0.022900555202558005,1.3678356578683155,1.3570484049218454,18.465600585937523,5.380853271484398,30.37250328063965,36.30356979370117
2003ALBANITA,561,ALBANITA,2003,yes,Forest,USF,SQF,100.0,928,97,10.5,24,20030903,20031101.0,0.014708446841135113,0.05695455201190123,0.026506019655873063,1.353191707877534,1.354369842804391,23.791955566406273,9.404626464843773,17.98006248474121,89.62200927734375
2003COD_FISH,567,COD FISH,2003,no,Forest,USF,TNF,100.0,341,14,4.3,7,20030831,20030910.0,0.016395495616497124,0.08428916038772384,0.031470001267743235,1.3631882474812618,1.315242660486339,31.317407226562523,20.976098632812523,35.055931091308594,69.88141632080078
2003COONEY,568,COONEY,2003,yes,Forest,USF,SQF,100.0,818,164,20.1,47,20030731,20030825.0,0.00948302784051987,0.06701116100767139,0.019554090199859056,1.3630250777459674,1.347650280139279,22.252770996093773,8.523767089843773,30.122201919555664,62.829349517822266
2003DEAFY,570,DEAFY,2003,no,Forest,USF,MNF,100.0,1964,826,42.1,402,20030701,20030703.0,0.005169781702559593,0.08390586458781153,0.012712877197569493,1.3804130734552658,1.3779125954240778,26.316827392578148,9.768243408203148,63.8547477722168,40.933021545410156
2003DEXTER,572,DEXTER,2003,yes,Forest,USF,INF,100.0,995,74,7.4,26,20030902,20031013.0,0.01348013057822901,0.06974942417210081,0.026422757715332926,1.3715093686992426,1.3612967380551744,23.747521972656273,10.237939453125023,27.072345733642578,69.05587005615234
2003HAPPY_CAMP,574,HAPPY CAMP,2003,no,Forest,USF,MNF,100.0,622,13,2.0,5,20030903,20030915.0,0.025484188914879836,0.08311864738916884,0.045563529638257806,1.3789684323333076,1.3582514953297895,29.161096191406273,19.081781005859398,25.73475456237793,78.04627990722656
2003HOOKER,578,HOOKER,2003,yes,Forest,USF,SQF,100.0,969,48,5.0,18,20030903,20031101.0,0.014135461041753826,0.07940762244354309,0.03185727988468756,1.3736469439818086,1.3387910893399317,23.316491699218773,9.170312500000023,17.444307327270508,89.76952362060547
2003KIBBIE,579,KIBBIE CMPLX,2003,yes,Forest,NPS,YNP,53.03,2788,497,17.8,73,20030729,20031107.0,0.012426672956001632,0.06978426508117076,0.025049702884900712,1.3703421372407145,1.3621006727894005,28.678460693359398,14.852166748046898,19.368568420410156,89.611663818359375
2003LOMA,581,LOMA,2003,no,Forest,USF,SHF,99.65,1516,125,8.3,59,20030914,20030922.0,0.007595385865387379,0.07507402837503135,0.020310631959671567,1.3714105093703925,1.3159577527011923,37.42974243164065,13.377832031250023,23.700124740600586,56.160301208496094
2003MOUNTAIN,583,MOUNTAIN CMPLX,2003,yes,Forest,USF,STF,100.0,1708,153,9.0,36,20030720,20031002.0,0.016646616671809805,0.07228797387945927,0.03321637004024549,1.3721158975820258,1.37263478198415,30.077172851562523,15.621392822265648,25.491788864135742,75.23839569091797
2003MUD,584,MUD,2003,yes,Forest,USF,STF,100.0,1761,481,27.3,101,20030831,20031027.0,0.00843726623964075,0.07010379353175221,0.021187960350290833,1.372133120330548,1.349862736799052,24.604760742187523,10.420312500000023,23.12041664123535,90.22758483886719
2003SNAKE_CARGYLE2,592,SNAKE/CARGYLE2,2003,no,Forest,USF,SNF,100.0,336,15,4.5,10,20030903,20031120.0,0.012719450285911859,0.022636078795135225,0.021696251169113823,1.3201210697779495,1.3215432406218957,26.663812255859398,14.158105468750023,19.62273406982422,121.5879135131836
2003SPANISH,593,SPANISH,2003,no,Forest,USF,MNF,100.0,2487,877,35.3,528,20030927,20030928.0,0.0030812247180761285,0.07436604033736356,0.011388094221401409,1.3749793097039051,1.3208995382704514,25.991479492187523,15.748498535156273,26.75358009338379,58.36520004272461
2003SUMMIT,594,SUMMIT,2003,yes,Forest,USF,INF,99.99,2420,344,14.2,63,20030825,20031018.0,0.010139645206022304,0.06810600110882412,0.02170342405989969,1.3651347739320383,1.351001860478371,22.366815185546898,10.014703369140648,21.427494049072266,75.64210510253906
2003TUOLUMNE,595,TUOLUMNE,2003,no,Forest,NPS,YNP,0.0,1456,174,11.9,49,20030831,20031107.0,0.011292662374686456,0.0685904356882043,0.02430806012970553,1.3628370124255598,1.3411214242864173,26.191979980468773,13.599969482421898,18.528457641601562,85.07246398925781
2003WEST_KERN,596,WEST KERN,2003,yes,Forest,NPS,KNP,55.82,3233,76,2.3,19,20030821,20031115.0,0.015818475774645655,0.0768381673746981,0.03162496708849135,1.3699024090678498,1.3407097724388939,22.665765380859398,11.199487304687523,15.860992431640625,91.104888916015625
2003WHISKEY,597,WHISKEY,2003,yes,Forest,NPS,YNP,0.0,455,61,13.4,14,20030731,20031107.0,0.012807626249196496,0.07336741794162736,0.025753155321923706,1.3642709932600077,1.32349143489682,24.356225585937523,10.914331054687523,20.019329071044922,79.1150894165039
2003WHIT,598,WHIT,2003,yes,Forest,USF,STF,100.0,423,35,8.2,11,20030831,20031027.0,0.019468953199956222,0.07236927344686465,0.03730565783668237,1.3696114756165527,1.3494024337504678,27.423822021484398,11.599572753906273,21.951372146606445,94.95052337646484
2003WILLIAMS,600,WILLIAMS,2003,yes,Forest,NPS,KNP,0.1,1478,48,3.2,18,20030728,20031015.0,0.014487137924974759,0.07433491232394379,0.031261753451165344,1.3643034744540137,1.3243133311342337,23.384942626953148,10.531945800781273,30.286376953125,64.12071990966797
2004BEAR,602,BEAR,2004,no,Forest,CDF,SHU,34.13,4226,679,16.1,372,20040811,20040818.0,0.005890582560854826,0.07690224391169542,0.013979630995993824,1.3733599587326397,1.372933847512953,40.58767089843752,21.383020019531273,46.31582260131836,71.15082550048828
2004BLUFF,603,BLUFF,2004,yes,Forest,NPS,LNP,0.0,1379,81,5.9,12,20040628,20041020.0,0.019188898652587095,0.08962016107066449,0.03751387095485763,1.3829067392889969,1.3550701741153253,30.858331298828148,10.994836425781273,19.868568420410156,91.22352600097656
2004COTTONWOOD,605,COTTONWOOD,2004,no,Forest,USF,PNF,100.0,258,21,8.0,16,20040504,20040510.0,0.010194878072991345,0.06049851813525569,0.022998550567768384,1.3604304229934876,1.3098933518726725,20.742181396484398,6.360833740234398,54.814720153808594,70.51517486572266
2004CRAG,606,CRAG,2004,no,Forest,USF,SQF,100.0,352,94,26.7,47,20040616,20040702.0,0.007175812918081135,0.07083262168558081,0.01698473074279395,1.3611105618209574,1.3110421819519043,21.355676269531273,7.678948974609398,42.91799545288086,59.493064880371094
2004EARLY,610,EARLY,2004,no,Forest,USF,STF,100.0,700,161,23.0,93,20040809,20041026.0,0.01143398679881819,0.08079820353502144,0.021542456083208237,1.373826685594794,1.3752795214886393,37.05465087890627,19.050012207031273,23.683897018432617,82.43116760253906
2004EDDY54,612,EDDY 54,2004,no,Forest,USF,KNF,99.83,377,4,1.2,2,20040410,20040417.0,0.03140956829280981,0.08612416687145012,0.054666632605454145,1.381216000453978,1.3545403799901297,23.435052490234398,8.405511474609398,54.96488952636719,32.892513275146484
2004FREDS,614,FREDS,2004,no,Forest,USF,ENF,56.9,3148,1602,50.9,1280,20041013,20041017.0,0.0033061820381175867,0.07251452526260682,0.008032755209948412,1.3666286050066425,1.3631589490420437,28.951379394531273,11.382714843750023,26.865779876708984,69.22151947021484
2004HETCHY,618,HETCHY,2004,no,Forest,NPS,YNP,0.0,784,148,18.9,54,20041015,20041018.0,0.015062984616556016,0.08428909376882596,0.029041315722687252,1.3865663965445711,1.3878922591689788,23.458459472656273,7.010736083984398,29.132434844970703,69.49961853027344
2004HOT_SPRINGS,619,HOTSPRINGS,2004,yes,Forest,NPS,KNP,0.0,135,49,36.5,41,20040812,20041018.0,0.011031018598553925,0.08074665214037335,0.02063492244032273,1.3729900084326183,1.35611269843838,23.765222167968773,9.971917724609398,28.55731201171875,89.56487274169922
2004MEADOW,623,MEADOW WFU,2004,yes,Forest,NPS,YNP,0.0,2036,292,14.3,38,20040630,20040730.0,0.012585657274830483,0.0609197024407894,0.024664823678057946,1.358254906697435,1.3461122461805823,27.699822998046898,14.327905273437523,32.693092346191406,69.08495330810547
2004NEHOUSE,624,NEHOUSE,2004,no,Forest,USF,SNF,100.0,105,18,17.6,9,20040911,20040915.0,0.012795687895333138,0.0545138889038756,0.022222234800175978,1.3505233435231507,1.3164744566880155,30.475213623046898,13.132196044921898,30.820999145507812,78.93756103515625
2004POWER,629,POWER,2004,no,Forest,USF,ENF,79.89,6857,2573,37.5,1701,20041006,20041021.0,0.0043732109897969265,0.07073438688729057,0.011377769729155794,1.3664758826187244,1.3912596304694052,28.204888916015648,11.651605224609398,28.4237060546875,71.8808364868164
2004SIMS,632,SIMS,2004,no,Forest,USF,SRF,80.45,1633,794,48.6,754,20040727,20040815.0,0.0021129500885848844,0.06961283024837106,0.005912702319196173,1.3661686788090837,1.3119971340281606,38.54274902343752,17.369165039062523,39.69197082519531,76.49427795410156
2004SOURCE,633,SOURCE,2004,no,Forest,USF,SNF,100.0,158,16,10.1,16,20040616,20040622.0,0.009104851403135378,0.09482361674304071,0.019101112572947398,1.3807541880141678,1.3279859243390046,29.402246093750023,16.595697021484398,37.45542526245117,59.70908737182617
2004STRAYLOR,635,STRAYLOR,2004,no,Forest,CDF,LMU,95.73,1341,526,39.2,239,20040722,20040729.0,0.004886550977354058,0.07878960187699165,0.0117224890610665,1.3703401994263915,1.3404924322791067,33.76308593750002,12.814111328125023,39.11033630371094,70.97949981689453
2004TUOLUMNE,636,TUOLUMNE,2004,no,Forest,USF,STF,93.44,293,139,47.2,130,20040912,20040917.0,0.006439709293598674,0.05919760070383043,0.010967185582632096,1.3547812654374165,1.3380236172179605,30.623040771484398,13.924005126953148,29.3394775390625,73.55438232421875
2005COMB,641,COMB,2005,yes,Forest,NPS,KNP,11.15,4143,398,9.6,73,20050722,20051201.0,0.012076406380100211,0.08140479395430786,0.02741124214198507,1.3784796953373852,1.356770800721957,24.843164062500023,11.921350097656273,16.316692352294922,68.92589569091797
2005CRAG,643,CRAG,2005,yes,Forest,USF,SQF,100.0,584,19,3.3,9,20051015,20050724.0,0.018992292053794064,0.08359566253176436,0.04135796815556043,1.3776465016384367,1.3465568490860687,NA,NA,NA,NA
2005DEER,644,DEER,2005,no,Forest,USF,MNF,68.26,720,380,52.7,371,20050809,20050818.0,0.003557919332802732,0.08302531222909804,0.007933880648558406,1.379372951598283,1.343640484058333,35.7518249511719,15.183374023437523,50.07981491088867,65.73656463623047
2005HARDING,646,HARDING,2005,no,Forest,USF,TNF,64.77,931,448,48.2,271,20050824,20050827.0,0.0052856184193140025,0.07978944041010876,0.011794464231708395,1.3696919628857274,1.360112643995296,30.198693847656273,7.593988037109398,57.9758415222168,73.80811309814453
2005HOGBACK,647,HOGBACK,2005,no,Forest,USF,INF,100.0,270,19,7.1,15,20050722,20050805.0,0.008687062157612587,0.0612701185151362,0.019405307986035767,1.353790168527745,1.2929095465771898,29.192071533203148,14.720849609375023,30.09769058227539,69.94454193115234
2005LAUREL,650,LAUREL,2005,yes,Forest,NPS,YNP,0.0,195,7,3.5,6,20050926,20051104.0,0.018726217773555546,0.08182794574466831,0.03555555066930002,1.3773725023573489,1.339710259092121,22.968255615234398,10.333215332031273,29.171825408935547,83.18450164794922
2005WAPAMA,655,WAPAMA,2005,yes,Forest,NPS,YNP,0.0,428,8,1.9,4,20050926,20051104.0,0.02515638438061666,0.10261136871442826,0.052272722018735576,1.3879300991278611,1.352354346716731,25.176660156250023,10.866448974609398,29.63182830810547,81.78022766113281
2005WOOLEY,657,WOOLEY,2005,no,Forest,USF,KNF,100.0,1352,88,6.5,15,20050920,20050921.0,0.016067170339587756,0.06478568527767607,0.030085460963093884,1.364433055262085,1.3360619947893455,32.22060546875002,11.521417236328148,56.26966857910156,46.02578353881836
2006BAKEOVEN_PIGEON,658,BAKE OVEN & PIGEON,2006,no,Forest,USF,SHF,99.81,41153,7475,18.2,887,20060723,20061130.0,0.005339820874672365,0.07433210172341571,0.014941109216996568,1.3720995169027035,1.3528814369120004,35.03997192382815,19.101953125000023,28.034013748168945,79.26622009277344
2006BASSETTS,660,BASSETTS,2006,no,Forest,USF,TNF,93.76,1054,274,26.0,136,20060919,20061006.0,0.0055351419195934955,0.05956353182126985,0.013573768374741862,1.3606032153573544,1.3251202185865851,23.698022460937523,10.212518310546898,22.81441879272461,118.41205596923828
2006BOULDER_CMPLX,661,BOULDER CMPLX,2006,no,Forest,USF,PNF,99.79,1416,507,35.8,335,20060625,20060705.0,0.003988870540235461,0.07153084745291566,0.010509552336658146,1.3699392714745315,1.3347065641002356,32.86531982421877,16.552728271484398,28.883880615234375,68.73242950439453
2006BOUNDARY,662,BOUNDARY,2006,no,Forest,NPS,YNP,0.0,192,10,5.2,9,20060821,20060830.0,0.015222830653609309,0.09100527889649918,0.030909090243749368,1.3812987966780312,1.3472367588184437,28.690728759765648,12.415826416015648,30.175125122070312,76.59444427490234
2006BRODER_BECK,663,BRODER BECK WFU,2006,yes,Forest,USF,SQF,100.0,1413,136,9.7,33,20060726,20060929.0,0.01620209670264339,0.07714330657974694,0.03320140476207808,1.377333617837049,1.358933896934827,27.168969726562523,12.137933349609398,27.10023307800293,90.109344482421875
2006FROG,669,FROG,2006,yes,Forest,NPS,YNP,0.0,2502,57,2.3,16,20060721,20061111.0,0.021351780288040644,0.07756389262443678,0.0425690022835193,1.3688875800647462,1.3461876303146316,30.343560791015648,16.924462890625023,15.236626625061035,92.79206085205078
2006GREASE,671,GREASE,2006,no,Forest,USF,PNF,100.0,150,15,10.2,6,20060716,20060801.0,0.02112975618755408,0.07878781884932085,0.037869834238215314,1.376614344638409,1.3546281220305247,29.897302246093773,14.890008544921898,31.04216194152832,79.93689727783203
2006HANCOCK,672,HANCOCK,2006,no,Forest,USF,KNF,99.97,8837,533,6.0,52,20060723,20061113.0,0.013505493028599042,0.07626959485595974,0.028725196783793795,1.3759947533570756,1.3532385625326788,39.50850830078127,21.538598632812523,21.49135398864746,74.50575256347656
2006HARVEY,673,HARVEY,2006,no,Forest,USF,MNF,100.0,514,11,2.2,8,20060626,20061127.0,0.01937265248362344,0.07661761355001284,0.036220531911843955,1.3759972735099382,1.3547769093691817,33.44143066406252,21.954858398437523,19.82938575744629,91.54925537109375
2006HIGH,674,HIGH,2006,no,Forest,USF,MDF,95.13,425,52,12.2,15,20060626,20060715.0,0.020363224778730763,0.07174259822886193,0.03802978474490989,1.371599501873321,1.3661597002065216,35.80498657226565,17.395837402343773,45.692440032958984,57.894779205322266
2006HUNTER,677,HUNTER,2006,no,Forest,USF,MNF,92.7,6592,775,11.7,198,20060725,20060907.0,0.008170265375960446,0.07527327309235698,0.021041639014206026,1.3716879415720273,1.3426571429784777,35.04940185546877,21.417840576171898,19.772994995117188,69.19779968261719
2006KINGSLEY,680,KINGSLEY,2006,no,Forest,USF,MNF,100.0,237,10,4.4,4,20060725,20060809.0,0.023824815855644804,0.05702554780277597,0.04115946108815884,1.3601844123157318,1.3505021678341755,30.267999267578148,20.482110595703148,28.713706970214844,70.31195068359375
2006LAKIN,681,LAKIN,2006,no,Forest,USF,SHF,100.0,200,114,57.1,100,20060724,20060729.0,0.0044917229537403455,0.07798692145247173,0.010280618905190239,1.3678169193693461,1.2992927795017983,34.82625732421877,17.950463867187523,43.85267639160156,69.94786834716797
2006LAVA,682,LAVA,2006,no,Forest,USF,MDF,100.0,85,5,5.7,4,20060628,20060709.0,0.024428381624204718,0.05632680689284736,0.0370370208747017,1.3797725369167488,1.36371206033641,31.233728027343773,16.742700195312523,43.23408126831055,53.629798889160156
2006MIDDLET,684,MIDDLET,2006,no,Forest,NPS,YNP,0.0,192,12,6.1,10,20060721,20060828.0,0.01375734566429863,0.06950896619758147,0.02666666806122078,1.3563705537278161,1.324771868131038,28.370812988281273,14.890008544921898,27.344703674316406,75.25856018066406
