,name,width,area_ha,prop.hs
341,1987LIGHTNING120,180,409.03264,0.437884827
342,1987LIGHTNING120,190,391.4363,0.419047283
343,1987LIGHTNING120,200,374.5601027,0.400980679
344,1987LIGHTNING120,210,358.2567602,0.383527338
345,1987LIGHTNING120,220,342.5040862,0.366663508
346,1987LIGHTNING120,230,327.1536303,0.350230267
347,1987LIGHTNING120,240,312.2026238,0.334224652
348,1987LIGHTNING120,250,297.6343826,0.318628802
349,1987LIGHTNING120,260,283.4427683,0.303436145
350,1987LIGHTNING120,270,269.7377052,0.28876436
351,1987LIGHTNING120,280,256.5404778,0.274636231
352,1987LIGHTNING120,290,243.7198054,0.260911219
353,1987LIGHTNING120,300,231.5181193,0.247848855
354,1987LIGHTNING120,310,219.9723795,0.235488707
355,1987LIGHTNING120,320,208.9580219,0.223697422
356,1987LIGHTNING120,330,198.3057172,0.21229373
357,1987LIGHTNING120,340,188.008712,0.201270398
358,1987LIGHTNING120,350,178.0413519,0.190599964
359,1987LIGHTNING120,360,168.3903125,0.180268164
360,1987LIGHTNING120,370,159.0786156,0.170299642
361,1987LIGHTNING120,380,150.0766805,0.160662732
362,1987LIGHTNING120,390,141.3669305,0.151338617
363,1987LIGHTNING120,400,132.9363784,0.142313394
364,1987LIGHTNING120,410,124.8171677,0.133621473
365,1987LIGHTNING120,420,117.2030473,0.125470271
366,1987LIGHTNING120,430,109.902414,0.117654668
367,1987LIGHTNING120,440,102.9218843,0.110181749
368,1987LIGHTNING120,450,96.3731816,0.103171116
369,1987LIGHTNING120,460,90.16642757,0.096526552
370,1987LIGHTNING120,470,84.35467942,0.090304857
371,1987LIGHTNING120,480,78.80458096,0.084363268
372,1987LIGHTNING120,490,73.44740884,0.078628214
373,1987LIGHTNING120,500,68.27739918,0.073093524
374,1987LIGHTNING120,510,63.28295574,0.067746785
375,1987LIGHTNING120,520,58.47711114,0.062601947
376,1987LIGHTNING120,530,53.86392374,0.057663356
377,1987LIGHTNING120,540,49.43600583,0.052923104
378,1987LIGHTNING120,550,45.18844818,0.048375934
379,1987LIGHTNING120,560,41.11109727,0.044010976
380,1987LIGHTNING120,570,37.19160167,0.039815009
381,1987LIGHTNING120,580,33.42939963,0.03578743
382,1987LIGHTNING120,590,29.8230847,0.031926734
383,1987LIGHTNING120,600,26.48010469,0.028347948
384,1987LIGHTNING120,610,23.36147729,0.02500934
385,1987LIGHTNING120,620,20.46385781,0.02190733
386,1987LIGHTNING120,630,17.84233974,0.019100896
387,1987LIGHTNING120,640,15.6779321,0.016783816
388,1987LIGHTNING120,650,13.91935895,0.014901197
389,1987LIGHTNING120,660,12.45885781,0.013337676
390,1987LIGHTNING120,670,11.08326688,0.011865054
391,1987LIGHTNING120,680,9.793040827,0.010483819
392,1987LIGHTNING120,690,8.584027595,0.009189524
393,1987LIGHTNING120,700,7.451458142,0.007977066
394,1987LIGHTNING120,710,6.394851603,0.006845929
395,1987LIGHTNING120,720,5.414115804,0.005796015
396,1987LIGHTNING120,730,4.509250694,0.004827322
397,1987LIGHTNING120,740,3.680119074,0.003939706
398,1987LIGHTNING120,750,2.92661876,0.003133055
399,1987LIGHTNING120,760,2.248477546,0.00240708
400,1987LIGHTNING120,770,1.645695413,0.001761779
401,1987LIGHTNING120,780,1.118272327,0.001197153
402,1987LIGHTNING120,790,0.666207764,0.0007132
403,1987LIGHTNING120,800,0.288808452,0.00030918
404,1987LIGHTNING120,810,0.019923599,2.13E-05
405,1987LIGHTNING120,820,0,0
406,1987LOST_BEAR,0,36.18000429,1
407,1987LOST_BEAR,10,22.68518704,0.627008965
408,1987LOST_BEAR,20,13.2161575,0.365288998
409,1987LOST_BEAR,30,6.958556186,0.192331547
410,1987LOST_BEAR,40,3.672666686,0.101510952
411,1987LOST_BEAR,50,1.751889148,0.048421474
412,1987LOST_BEAR,60,0.767325501,0.021208552
413,1987LOST_BEAR,70,0.169321533,0.004679975
414,1987LOST_BEAR,80,0,0
415,1987MENDENHALL,0,9564.389837,1
416,1987MENDENHALL,10,8776.633614,0.917636542
417,1987MENDENHALL,20,8114.053457,0.848360804
418,1987MENDENHALL,30,7574.781562,0.791977501
419,1987MENDENHALL,40,7138.280571,0.746339358
420,1987MENDENHALL,50,6774.83087,0.708339056
421,1987MENDENHALL,60,6462.975089,0.675733131
422,1987MENDENHALL,70,6217.769604,0.650095794
423,1987MENDENHALL,80,5978.312373,0.625059463
424,1987MENDENHALL,90,5762.682966,0.602514438
425,1987MENDENHALL,100,5568.916585,0.582255291
426,1987MENDENHALL,110,5392.020302,0.563759988
427,1987MENDENHALL,120,5230.708134,0.546894075
428,1987MENDENHALL,130,5082.222044,0.531369186
429,1987MENDENHALL,140,4945.285086,0.517051811
430,1987MENDENHALL,150,4818.660721,0.503812664
431,1987MENDENHALL,160,4700.89507,0.491499735
432,1987MENDENHALL,170,4590.465235,0.479953799
433,1987MENDENHALL,180,4486.478459,0.469081513
434,1987MENDENHALL,190,4388.808694,0.4588697
435,1987MENDENHALL,200,4296.272687,0.449194644
436,1987MENDENHALL,210,4209.528228,0.44012512
437,1987MENDENHALL,220,4127.602758,0.431559444
438,1987MENDENHALL,230,4049.733996,0.423417914
439,1987MENDENHALL,240,3976.103724,0.415719538
440,1987MENDENHALL,250,3907.924409,0.408591084
441,1987MENDENHALL,260,3843.834978,0.401890245
442,1987MENDENHALL,270,3783.462764,0.395578059
443,1987MENDENHALL,280,3726.902853,0.389664465
444,1987MENDENHALL,290,3673.264568,0.384056341
445,1987MENDENHALL,300,3622.504204,0.378749117
446,1987MENDENHALL,310,3574.396653,0.373719256
447,1987MENDENHALL,320,3528.318906,0.36890162
448,1987MENDENHALL,330,3484.085917,0.364276862
449,1987MENDENHALL,340,3441.918874,0.359868108
450,1987MENDENHALL,350,3401.89936,0.355683888
451,1987MENDENHALL,360,3363.312696,0.351649478
452,1987MENDENHALL,370,3325.770447,0.347724267
453,1987MENDENHALL,380,3288.964402,0.34387603
454,1987MENDENHALL,390,3252.83527,0.340098566
455,1987MENDENHALL,400,3217.388446,0.336392441
456,1987MENDENHALL,410,3182.370916,0.332731201
457,1987MENDENHALL,420,3147.727404,0.329109066
458,1987MENDENHALL,430,3113.417669,0.325521829
459,1987MENDENHALL,440,3079.433466,0.321968627
460,1987MENDENHALL,450,3045.804069,0.318452522
461,1987MENDENHALL,460,3012.474342,0.314967749
462,1987MENDENHALL,470,2979.464341,0.311516405
463,1987MENDENHALL,480,2946.845751,0.308105985
464,1987MENDENHALL,490,2914.726558,0.304747779
465,1987MENDENHALL,500,2882.982999,0.301428847
466,1987MENDENHALL,510,2851.529855,0.298140279
467,1987MENDENHALL,520,2820.354118,0.294880715
468,1987MENDENHALL,530,2789.45481,0.291650054
469,1987MENDENHALL,540,2758.97463,0.288463214
470,1987MENDENHALL,550,2728.762322,0.285304381
471,1987MENDENHALL,560,2698.864233,0.282178401
