VB_ID,ID_Num,FIRE_NAME,FIRE_YEAR,WFU,Veg,AGENCY,ICS_CODE,PCT_FS,FIRESIZE_HA,BA90_HA,BA90_PCT,MaxPatch_HA,IGNITION_DATE,CONT_DATE,sdc,MSI,AWMSI,MPFD,AWMPFD
2008HIDDEN,783,HIDDEN,2008,no,Forest,NPS,KNP,0.0,1492,68,4.6,14,20080910,20081008,0.01981107525965844,0.07831354544291946,0.038271608744693035,1.373746375086935,1.343756731334707
2008HONEYBEE,784,HONEYBEE,2008,yes,Forest,USF,INF,100.0,563,185,32.8,77,20080506,20080526,0.008038900569463575,0.06210899906721487,0.01683468861043245,1.3653847499905258,1.3544525036593584
2008IRON,788,"IRON,HARVEY,SLIDES,THOMES,VINEGAR",2008,no,Forest,USF,MNF,97.31,21310,1723,8.1,347,20080622,20080625,0.0054606072839789,0.07533772660966712,0.01702947167672976,1.3738438778544997,1.3550467927136238
2008IRONSIDE,789,IRONSIDE,2008,no,Forest,USF,SHF,99.83,5350,189,3.5,30,20080621,20080731,0.011106747550611501,0.07343317379490766,0.025779888397856176,1.3687069920255248,1.327389360818472
2008JAKE,791,JAKE,2008,no,Forest,USF,KNF,99.84,15649,2518,16.1,409,20080621,20081003,0.007428353075669495,0.07398258464569005,0.020577437101640388,1.3723052918864387,1.3502878339070292
2008LIME,793,LIME,2008,no,Forest,USF,SHF,91.43,10898,621,5.7,63,20080620,20080813,0.01243228941261932,0.07707136504291005,0.02908619337816075,1.3734305690293211,1.3418179245754183
2008MILL,800,MILL,2008,no,Forest,CDF,TGU,34.95,5612,757,13.5,44,20080621,20080629,0.018510486349632923,0.07167546288890835,0.03595064533318128,1.3687265680026355,1.3630985230166581
2008MILL_MNF,801,MILL,2008,no,Forest,USF,MNF,80.51,1238,51,4.1,22,20080621,20080726,0.014173045695449244,0.07928110420137857,0.03215961958577178,1.372735386730011,1.3348689546014836
2008MINERS,802,MINERS,2008,no,Forest,USF,SHF,98.82,10346,962,9.3,107,20080621,20081031,0.008928551609985213,0.07360817769563242,0.022758172396336655,1.3712945634825373,1.339485594254765
2008MONKEYROCK,803,MONKEY ROCK,2008,no,Forest,USF,MNF,100.0,783,51,6.5,35,20080621,20080714,0.010918949211544408,0.07063117127590063,0.02544170813040797,1.372827132503668,1.3581655950551585
2008MOSES,805,MOSES,2008,no,Forest,"USF,NPS",SQF,51.33,102,1,1.3,1,20081015,20081031,0.024359532575839435,0.040000086184419706,0.040000086184419706,1.3230865229997426,1.3230865229997426
2008NORTHMOUNTAIN,809,NORTH MOUNTAIN,2008,no,Forest,USF,STF,71.6,1207,163,13.5,62,20080621,20080719,0.008769085040100153,0.07059936698299095,0.021215434158860937,1.3630366611405083,1.321865676882672
2008OLIVER,810,OLIVER,2008,no,Forest,USF,SNF,94.77,1138,112,9.8,47,20080621,20080714,0.010540107696100327,0.0784337183590206,0.02451058644729614,1.3688954059331242,1.3354098195322293
2008ONION2,811,ONION2,2008,no,Forest,USF,LNF,48.64,2145,386,18.0,137,20080621,20080722,0.006644706351379935,0.07437606869374346,0.01998758235347899,1.3738805935446985,1.3438767832874459
2008PANTHER_MERRILL_HAYPRESS,813,"PANTHER, MERRILL, HAYPRESS",2008,no,Forest,USF,KNF,99.92,28457,7333,25.8,2200,20080722,20081014,0.0026788332853185486,0.07139433580293938,0.013010624266399911,1.3712348364175626,1.3463524765612847
2008PEAVINE,815,PEAVINE,2008,no,Forest,USF,TNF,70.02,259,3,1.0,2,20080621,20080801,0.02262834646471297,0.0782229509896652,0.04222233932565855,1.3584039741904765,1.3329249426499237
2008PIUTE,819,PIUTE,2008,no,Forest,USF,SQF,89.15,15041,7852,52.2,5373,20080628,20080730,0.0022073438434801096,0.07764239237489479,0.008597233382757337,1.3740566535953918,1.4047007322389469
2008RICH,821,RICH,2008,no,Forest,USF,PNF,88.52,2594,773,29.8,658,20080729,20080902,0.0025105334090876033,0.06801928840712895,0.009426593638908081,1.3701675859315106,1.3334482801207796
2008SCOTCH,823,"SCOTCH, SOUTH FREY",2008,no,Forest,USF,PNF,91.81,10421,701,6.7,55,20080621,20080831,0.011369728815781214,0.07306168368019629,0.02528822900965315,1.3723723200756817,1.3484475183373437
2008SCOTCHMAN,824,SCOTCHMAN,2008,no,Forest,USF,TNF,45.06,508,83,16.3,38,20080621,20080623,0.011853381343721246,0.0671818121635117,0.022799419834225114,1.3636157900709323,1.3484122214671121
2008SHERWIN,825,SHERWIN,2008,no,Forest,USF,INF,100.0,137,13,9.3,12,20080803,20081014,0.014198137951901016,0.07205051095170882,0.02582159195407631,1.3829418429423053,1.348241517744708
2008SISKIYOUBLUE2COMPLEX,827,SISKIYOU BLUE2 COMPLEX,2008,no,Forest,USF,SRF,99.82,40593,6545,16.1,681,20080621,20081003,0.0047608320337825276,0.07381373299428592,0.01606444273451317,1.3711599728941302,1.33963130229929
2008SLIDE,828,SLIDE,2008,no,Forest,USF,SHF,93.06,478,13,2.7,2,20080621,20080708,0.03028953425591367,0.07649725868298296,0.05023470104647464,1.3740728263292772,1.3574293417811283
2008TEHIPITE,836,TEHIPITE,2008,no,Forest,"USF,NPS",SNF,61.95,4881,326,6.7,30,20080724,20081028,0.013533539511467072,0.0687659202789986,0.02846916232375143,1.3708356955794045,1.3462996279059158
2008TELEPHONE,838,TELEPHONE,2008,no,Forest,USF,SHF,98.46,2983,424,14.2,70,20080620,20080813,0.009280948264057648,0.07032139548451515,0.022889963382767865,1.366528882235273,1.344401875721338
2008TROUGH,840,TROUGH,2008,no,Forest,USF,SHF,96.88,1515,525,34.7,186,20080621,20080813,0.004627001595179565,0.07063443366763167,0.012675654994312058,1.3666371664208212,1.3399431971296472
2008VENTURE,842,VENTURE,2008,no,Forest,CDF,SHU,56.81,828,368,44.5,357,20080621,20080704,0.0028719730366318203,0.09245002992035431,0.010238963027717323,1.3893246988962784,1.3773703400247028
2008YELLOW,845,"YELLOW,CAMP,JOHNSON",2008,no,Forest,USF,MNF,99.91,13257,1848,13.9,809,20080621,20081120,0.0025084633806123973,0.07159852352509323,0.013922044776190724,1.3694518607148365,1.3262567201996804
2008ZEIGLER,846,ZEIGLER,2008,no,Forest,USF,SHF,99.95,1006,20,1.9,9,20080621,20080731,0.015232755731428967,0.07950884554651774,0.03225806599362758,1.3671232885038014,1.318112018769486
2009BACKBONE,868,LT-17(BACKBONE),2009,no,Forest,USF,SRF,100.0,2102,530,25.2,343,20090701,20090903,0.003644099283700666,0.08370043218205572,0.012181543449326555,1.3788508041825926,1.3357432831803049
2009BIG_MEADOW,847,BIG MEADOW,2009,no,Forest,NPS,YNP,2.77,3091,485,15.7,159,20090826,20090904,0.007008412728206704,0.07560195753122612,0.021200886652944447,1.3753014329265314,1.348190949166645
2009BLACKJACK,848,BLACKJACK,2009,no,Forest,USF,INF,100.0,113,11,9.5,9,20090718,20090825,0.014517481280032515,0.06200796966463446,0.026890758687140442,1.3463890172506776,1.3283009973573616
2009BROWN,849,BROWN,2009,no,Forest,USF,LNF,91.46,734,309,42.0,271,20090801,20090812,0.002750372181275539,0.04838429572683235,0.01002710101727798,1.3667258918600176,1.348690225162325
2009CHALK,852,CHALK,2009,no,Forest,CDF,SHU,96.71,2786,483,17.4,257,20090801,20090901,0.006810163122917588,0.06962619836324697,0.016657580297196942,1.3704741692014326,1.3648195102479068
2009ELEPHANT,855,ELEPHANT,2009,no,Forest,USF,PNF,77.77,174,5,3.2,2,20090816,20090831,0.032604315487557434,0.0599734643967359,0.052458935589036776,1.3657685731260831,1.3595537803502915
2009FAIRFIELD,856,FAIRFIELD,2009,yes,Forest,NPS,LNP,0.0,673,33,4.9,12,20090803,20090930,0.016854662990240663,0.06615183950574832,0.0329710107210695,1.3673883738386474,1.3664091237589342
2009GOOSE,858,GOOSE,2009,no,Forest,CDF,SHU,61.48,1684,383,22.7,224,20090801,20091020,0.003580957995238353,0.06081414880943588,0.010819262638187109,1.3649561326580772,1.320786280624183
2009GRANITE,859,GRANITE,2009,no,Forest,USF,SQF,100.0,577,12,2.1,5,20090720,20091102,0.021844210306588657,0.05383891485251073,0.03609023838385486,1.349366123465395,1.3344346082378007
2009GROUSE,860,GROUSE,2009,yes,Forest,NPS,YNP,0.0,1253,45,3.6,12,20090530,20090711,0.010643462771995089,0.07110868114582426,0.022818219425691393,1.369449133140483,1.340119269924445
2009HARDEN,861,HARDEN,2009,yes,Forest,NPS,YNP,0.0,681,180,26.5,144,20090608,20090711,0.007770705480787142,0.04786697007275966,0.01828495227820798,1.3717103538702224,1.3981432517082153
2009KNIGHT,864,KNIGHT,2009,no,Forest,USF,STF,83.87,2501,74,3.0,30,20090726,20090811,0.012922624753537983,0.07401083442398314,0.03013364422161702,1.3702312313103706,1.3392528164292796
2009MILFORD_GRADE,869,MILFORD_GRADE,2009,no,Forest,USF,PNF,100.0,132,1,1.0,1,20090422,20090422,0.04135452513629354,0.06296281590294447,0.06222206751319126,1.3709011978770835,1.3711229643511733
2009MILLCREEK,870,MILL CREEK #4,2009,no,Forest,BIA,SRF,53.98,1220,168,13.7,55,20091007,20091018,0.009424275079935405,0.055754654355653376,0.020704376224401216,1.3531761205369568,1.3413419800920323
2009REDROCK,873,REDROCK,2009,no,Forest,USF,KNF,100.0,555,58,10.4,15,20090821,20090904,0.015653676355518904,0.06586842265728321,0.028958344973165195,1.3673237799490245,1.3516880743774684
2009REDSPOT,874,REDSPOT,2009,no,Forest,USF,SHF,100.0,468,170,36.4,124,20090701,20090726,0.004745302509214107,0.07319199891358259,0.016230364657443964,1.3703817396554203,1.3581331495860207
2009SHOTGUN,876,SHOTGUN,2009,yes,Forest,USF,SQF,100.0,386,33,8.4,18,20090617,20091012,0.018161304241429296,0.0673580960125542,0.03425414586514608,1.368175409732942,1.3654322941912655
2009SILVER,877,SILVER,2009,no,Forest,USF,PNF,100.0,127,52,40.8,52,20090919,20090927,0.008405781987204018,0.04027535121085658,0.014334468152658996,1.3532420845623871,1.3504004636226021
2009SUGARLOAF,879,SUGARLOAF,2009,no,Forest,USF,LNF,81.04,3807,1844,48.4,1478,20090801,20090812,0.0016329081121121759,0.0763254014865503,0.009051779421953588,1.3754554070276603,1.3578593896783382
2009TENNANT,880,TENNANT,2009,no,Forest,USF,KNF,79.07,1288,848,65.8,531,20090719,20090724,0.001788904586208734,0.07835586880590793,0.006931811324201546,1.3778133346715886,1.3130549082264373
2009WILDCAT,881,WILDCAT,2009,yes,Forest,NPS,YNP,0.0,546,161,29.5,65,20090728,20091013,0.008754602041909433,0.08055045238924058,0.021183456177139872,1.3797649743932565,1.3646868404013104
2010BAR,883,BAR,2010,no,Forest,USF,PNF,100.0,421,20,4.8,10,20100731,20100818,0.021351554413580363,0.06290860023442718,0.03555556298190232,1.3608878345136672,1.3557038809298114
2010PINECREST,893,PINECREST,2010,no,Forest,USF,STF,100.0,367,6,1.5,3,20100808,20101116,0.021973824753321054,0.056187901899947046,0.03915342179602242,1.3412620571818397,1.3126048199447091
2010SHEEP,896,SHEEP,2010,yes,Forest,NPS,KNP,65.26,3663,163,4.5,47,20100717,20101025,0.013008170992129843,0.07354019472049819,0.027863435776700796,1.3699762765671624,1.338559611305147
2011BALD,904,BALD,2011,no,Forest,NPS,YNP,0.0,84,10,12.5,10,20110624,20110630,0.016581599005394385,0.08779204440784014,0.03019942812404248,1.3850867349487266,1.3654232247237192
2011COUGAR,909,COUGAR,2011,no,Forest,USF,MDF,100.0,729,491,67.4,485,20110608,20110613,0.002026230985633409,0.08136842912617322,0.00579604781570029,1.3778857221911307,1.3145832641092583
2011LION,913,LION,2011,no,Forest,USF,SQF,93.5,8472,1241,14.7,407,20110708,20110920,0.004365474910610527,0.06834293047327758,0.014457541167631824,1.3646806976766634,1.3286939528047395
2011MOTOR,916,MOTOR,2011,no,Forest,USF,SNF,95.59,2117,961,45.4,673,20110825,20110905,0.0026610338026038984,0.06986022895647545,0.00970777541345804,1.3667461204010087,1.350501616149654
2011ONION,917,ONION,2011,no,Forest,USF,KNF,100.0,231,34,14.7,34,20110819,20111011,0.006800657781758774,0.011961300310294517,0.011961300310294517,1.3051644096847814,1.3051644096847814
2011RUTH,918,RUTH,2011,no,Forest,USF,SRF,82.82,590,94,15.9,34,20110923,20110928,0.010900225545114998,0.0549859596344698,0.02146031463580193,1.3599915018327562,1.337793419736428
2011TAMARACK,921,TAMARACK,2011,no,Forest,NPS,YNP,0.0,414,151,36.4,130,20110913,20111004,0.005181494764431988,0.0874932456113233,0.012930011476239681,1.388456659409807,1.354754393019596
2011WILLOWS,922,WILLOWS,2011,no,Forest,USF,SQF,100.0,137,27,20.0,17,20110904,20110912,0.011720934318489577,0.06561227753703161,0.025877199027616846,1.3632538762869162,1.3171189002834602
2012BAGLEY,923,BAGLEY,2012,no,Forest,USF,SHF,70.36,18616,3855,20.7,1425,20120818,20120915,0.003054753731501678,0.07457902109395304,0.015221792728724948,1.374484097034223,1.3707584979033716
2012BEAR,925,BEAR,2012,no,Forest,USF,SNF,100.0,384,141,36.7,83,20120804,20120812,0.006158103026976475,0.08442008474906881,0.013729205245790091,1.3867912799913038,1.3477601962739907
2012CASCADE,926,CASCADE,2012,yes,Forest,NPS,YNP,0.0,692,14,2.0,4,20120616,20121109,0.029301764725001157,0.08171380467977854,0.049889626744578135,1.3808986714037863,1.3703144155048226
2012CHIPS,927,CHIPS,2012,no,Forest,USF,PNF,88.49,30898,6531,21.1,996,20120729,20120831,0.0037526818761035785,0.07315117341071685,0.014687105980284639,1.3721299853481599,1.3449667697338046
2012CLEAR,928,CLEAR,2012,no,Forest,CCO,KRN,91.04,590,220,37.3,207,20120804,20120810,0.0022685003474333253,0.10962284772750203,0.008832501347402898,1.397117816056577,1.3508845657225768
2012FLAT,930,FLAT,2012,no,Forest,USF,SHF,99.15,685,60,8.8,23,20120711,20120718,0.012041810051973004,0.07025461375939585,0.025260028017835286,1.369427974035897,1.3350114664976502
2012GEORGE,931,GEORGE,2012,no,Forest,USF,SQF,100.0,694,99,14.3,62,20120601,20120612,0.0077685241169316984,0.07295811909603614,0.019211079948434077,1.367718250189862,1.337522029694958
2012GOFF,932,GOFF,2012,no,Forest,USF,KNF,94.68,9504,2224,23.4,206,20120805,20120910,0.007249566526566385,0.0742909177864147,0.018496661502421644,1.373966594596618,1.3564967158692989
2012MILL,936,MILL,2012,no,Forest,USF,MNF,89.02,11957,4888,40.9,2350,20120707,20120718,0.0026972910979697197,0.07679983708332801,0.013478993234422414,1.37691279505131,1.397521408838808
2012MILL_CDF,937,MILL,2012,no,Forest,CDF,BTU,40.76,670,84,12.5,51,20120813,20120823,0.00941354491655443,0.07835441675341938,0.023845327068090567,1.374322239076704,1.3695135583009705
2012NORTH_PASS,938,NORTH PASS,2012,no,Forest,USF,MNF,73.96,17008,4447,26.1,526,20120818,20120916,0.00456434855266535,0.07119638724827523,0.015038963914833323,1.370497418535699,1.3493521177166627
2012PEAK,939,PEAK,2012,no,Forest,USF,PNF,95.0,320,79,24.7,30,20120728,20120802,0.021653095378869953,0.084914422683184,0.03962547211929011,1.386734399661723,1.404464421995582
2012RAMSEY,941,RAMSEY,2012,no,Forest,USF,STF,95.05,482,78,16.2,34,20120811,20120823,0.01239022110800023,0.07371095685670358,0.026727411759704372,1.3781880622867324,1.3558534166041152
2012READING,942,READING,2012,no,Forest,NPS,LNP,39.43,11361,3744,33.0,771,20120723,20120821,0.003939638689928042,0.07264439952644963,0.013689614545419686,1.3694655992472804,1.3552483408053293
2012SALT_CREEK,946,SALT CREEK,2012,no,Forest,USF,SHF,82.18,422,253,60.0,227,20120801,20120815,0.004459268307968166,0.0939240124622795,0.014130779581823795,1.40250388681247,1.3931300609095767
2012STAFFORD,948,STAFFORD,2012,no,Forest,USF,SHF,93.26,1790,754,42.1,255,20120905,20120913,0.003411062549346803,0.06895582933583409,0.010690405736975007,1.370029998532918,1.320185286160782
2012WOODS_CREEK,950,WOODS CREEK,2012,no,Forest,NPS,KNP,0.0,152,9,5.8,2,20120715,20121017,0.030771337459763595,0.08077548869789311,0.05102042235029141,1.374050578803883,1.3511603198231261
2013AMERICAN,952,AMERICAN,2013,no,Forest,USF,TNF,81.4,11114,3506,31.5,1095,20130810,20131209,0.004605237769668648,0.07625176835271705,0.014266292734186748,1.3731293377894829,1.3607791334064203
2013ASPEN,953,ASPEN,2013,no,Forest,USF,SNF,100.0,9337,1667,17.9,194,20130722,20131121,0.006259702048923458,0.07133841789907094,0.019504190902206796,1.369813571835454,1.3406253560312376
2013BUTLER,954,BUTLER,2013,no,Forest,USF,SRF,99.37,9146,1836,20.1,244,20130731,20131001,0.007986894061818942,0.07182280082589325,0.02002960353244013,1.3682893724701086,1.344047353055344
2013CARSTENS,955,CARSTENS,2013,no,Forest,USF,SNF,56.52,725,182,25.1,74,20130616,20130823,0.007476445849622526,0.07495946649480024,0.018217820779335016,1.3708508448046417,1.3479638040473674
2013CORRAL_CMPLX,958,CORRAL COMPLEX,2013,no,Forest,USF,SRF,100.0,5401,1813,33.6,616,20130810,20130000,0.00414412009437535,0.0764126738609536,0.01383276003019513,1.373759060819055,1.3748225242872698
2013FISH,962,FISH,2013,no,Forest,USF,SQF,100.0,852,227,26.6,123,20130823,20131103,0.0058393750948803865,0.07512268129402556,0.016449532522207898,1.3766714508853157,1.3429928900888088
2013KYBURZ,965,KYBURZ,2013,no,Forest,USF,ENF,61.78,232,14,6.1,8,20130708,20130711,0.020609881677246936,0.06500678415348554,0.034819539148664154,1.360081122711319,1.3487128359598106
2013POWER,969,POWER,2013,no,Forest,USF,STF,100.0,435,100,22.9,90,20130805,20130818,0.0073852576834720724,0.07949191093832175,0.01699699683789856,1.37315421201112,1.3670351177932365
2013RIM,972,RIM,2013,no,Forest,"USF,NPS",STF,60.07,104038,36774,35.3,16770,20130817,20131024,0.0011647266618237846,0.0744117458676279,0.009171766801500007,1.3720475668166483,1.3853246607478689
2013SALMON_RIVER_CMPLX,973,SALMON RIVER CMPLX,2013,no,Forest,USF,KNF,99.97,5986,1411,23.6,324,20130731,20130000,0.005399889514052576,0.07691967307043639,0.016478497862848388,1.374726652295285,1.348889933472271
2013SHIRLEY,974,SHIRLEY,2013,no,Forest,USF,SQF,100.0,157,54,34.6,50,20130818,20130819,0.007989318535306216,0.0392365271420112,0.015647384214072753,1.3552149265697073,1.3486854257121121
2013WINDY_PEAK,979,WINDY PEAK,2013,no,Forest,NPS,KNP,0.0,291,79,27.0,22,20130823,20131107,0.013026357301676762,0.0559581156742563,0.023712122508392774,1.3571814932179163,1.3395914754188147
2014BALD,980,BALD,2014,no,Forest,USF,LNF,78.7,16128,8371,51.9,2425,20140730,20140814,0.0014985987074926696,0.07415236256083645,0.009222398474958008,1.3733331893341443,1.3766804279617004
2014BEAVER,981,BEAVER,2014,no,Forest,USF,KNF,45.23,13274,4534,34.2,1052,20140730,20140830,0.002556924518432682,0.07098331979800458,0.011100569954872906,1.367745295179296,1.3397584642862375
2014DARK_HOLE,986,DARK HOLE,2014,yes,Forest,NPS,YNP,0.0,440,32,7.3,8,20140717,20140820,0.019451555491671248,0.07486333259149153,0.03594040925324725,1.3701482886897454,1.3519315055333343
2014EILER,988,EILER,2014,no,Forest,USF,LNF,44.99,13453,8015,59.6,4447,20140731,20140824,0.0010042660607976217,0.08109551286568459,0.006517814399050297,1.3771724675148516,1.375689541189989
2014FRENCH,990,FRENCH,2014,no,Forest,USF,SNF,99.98,5621,1528,27.2,302,20140728,20140819,0.005257172960446555,0.07907447761076668,0.017217702212150122,1.3779799384763673,1.3662461546955524
2014HAPPY_CAMP_CMPLX,993,HAPPY CAMP CMPLX,2014,no,Forest,USF,KNF,98.38,53948,14404,26.7,2115,20140811,20141031,0.0027052934001179953,0.06743225128324794,0.012147414131082274,1.3639634376980883,1.3474491700252507
2014KING,994,KING,2014,no,Forest,CDF,AEU,65.1,39265,18478,47.1,11296,20140913,20141008,8.655539152634667e-4,0.0698212812424493,0.006104568243821679,1.3671915506168275,1.3507059453256938
2014LITTLE_DEER,995,LITTLE DEER,2014,no,Forest,USF,KNF,75.37,2226,1017,45.7,442,20140731,20140811,0.003507005148150457,0.0785025559699108,0.013049184006483978,1.3795351555874722,1.3817590004964126
2014MEADOW,998,MEADOW,2014,no,Forest,NPS,YNP,0.0,1936,777,40.1,682,20140719,20140929,0.004167701481189724,0.07959420028338993,0.013961001430089348,1.3742292842115267,1.4145780476199863
2014NICOLLS,999,NICOLLS,2014,no,Forest,USF,SQF,100.0,721,499,69.2,483,20140711,20140722,0.0017692829597879532,0.05888742923400201,0.008131539820486956,1.3656240451887496,1.3609312768124613
2014WHITES,1005,WHITES,2014,no,Forest,USF,KNF,97.16,13766,4289,31.2,792,20140729,20140000,0.003508514871932474,0.06873369230071828,0.012628365475889494,1.367954316727832,1.3352258851204806
2015BARKER,1006,BARKER,2015,no,Forest,USF,SHF,76.79,1324,597,45.0,537,20150730,20150900,0.002090328552843983,0.06870958567506874,0.00872405628206083,1.3682958714376654,1.3330557037807693
2015BEAR,1007,BEAR,2015,no,Forest,USF,SRF,100.0,4811,881,18.3,116,20150731,20151015,0.008169142859753745,0.06912870521863507,0.020025787196795167,1.3688289298046814,1.3444936532279055
2015BIG_CREEK,1008,BIG CREEK,2015,no,Forest,CDF,TCU,89.43,83,43,51.8,22,20150729,20150909,0.00907393526009768,0.06586193845574312,0.015686276491939787,1.3558080150442149,1.3157754450575068
2015BLUE,1010,BLUE,2015,no,Forest,USF,SHF,87.68,1141,473,41.4,458,20150730,20150900,0.0018304219117879297,0.06407371486211699,0.007401783763875864,1.3611462889220536,1.335594926137442
2015BUCK,1011,BUCK,2015,no,Forest,USF,SRF,77.77,686,16,2.3,3,20150730,20150903,0.02617393597519846,0.07966707428137336,0.046067417004545766,1.376429287424015,1.350944754709657
2015CABIN,1013,CABIN,2015,no,Forest,USF,SQF,99.93,2809,608,21.7,308,20150719,20150905,0.004121074563459585,0.0664390073009689,0.013550533555039214,1.3620088530634236,1.324636264956672
2015CASTLE,1015,"CASTLE, CASTLE 1, OLSEN",2015,no,Forest,USF,SHF,95.14,6273,1720,27.4,1090,20150730,20151001,0.0019323432828179635,0.0693483709334204,0.010095949193098206,1.366819461041914,1.3228895296275232
2015COON,1016,COON,2015,no,Forest,USF,SRF,95.77,2330,332,14.3,47,20150731,20150900,0.010004525815064702,0.07440181274822051,0.022300089409928368,1.3700308624499842,1.3347120579045912
2015FROG,1019,FROG,2015,no,Forest,USF,MDF,100.0,1976,485,24.5,296,20150730,20150811,0.004397739255603015,0.06531407001542708,0.015401662733125623,1.3673880970181043,1.3553993420437689
2015GOBBLER,1020,GOBBLER,2015,no,Forest,USF,SRF,89.94,3352,579,17.3,290,20150730,20150903,0.0048655235765010674,0.07218508218936531,0.01970468686883632,1.3708725881486226,1.3657083238324201
2015JOHNSON,1023,"JOHNSON, BLAKE, PELLETREAU",2015,no,Forest,USF,SRF,65.89,13841,2537,18.3,932,20150730,20150903,0.00239373964799587,0.08037584746134943,0.013395303929802196,1.3755535736750804,1.3578893396696587
2015LASSIC,1025,LASSIC,2015,no,Forest,USF,SRF,96.61,7391,1400,18.9,523,20150730,20150903,0.005635481496290961,0.07590872954526713,0.0157794714994337,1.3748204930436885,1.361513523586427
2015LUMPKIN,1027,LUMPKIN,2015,no,Forest,CDF,BTU,81.03,427,171,40.2,138,20150911,20150921,0.006701581134339995,0.06236898617466702,0.016272966303342306,1.3726884065700649,1.3639730199592148
2015NICKOWITZ,1029,NICKOWITZ,2015,no,Forest,USF,SRF,100.0,3242,115,3.6,20,20150801,20150930,0.021369046718200793,0.07791792742345843,0.03901041981688486,1.3771688111052967,1.3616887906636874
2015PATTISON,1032,"PATTISON ,CLARK",2015,no,Forest,USF,SHF,92.85,5509,1094,19.9,242,20150730,20151001,0.0070444022414450445,0.07398361270621238,0.02047067217334169,1.3715902858314657,1.3525494342402016
2015PEAK_SHF,1033,PEAK,2015,no,Forest,USF,SHF,81.46,2539,492,19.4,56,20150731,20150900,0.011141292269879439,0.06836032128960104,0.025468165518707078,1.371249183606551,1.3511961171782012
2015PEAK_SRF,1034,PEAK,2015,no,Forest,USF,SRF,100.0,5583,832,14.9,117,20150731,20151015,0.008448266755742518,0.08062374535053496,0.020624015852923446,1.3793381542946594,1.3577602740618155
2015PICKETT,1035,PICKETT,2015,no,Forest,USF,SRF,85.32,4447,827,18.6,305,20150730,20150903,0.005357498067851641,0.07414561236265137,0.015767516089720466,1.3728006806329065,1.3629696839123975
2015PINE,1036,PINE,2015,no,Forest,USF,SRF,97.98,719,20,2.8,8,20150730,20150800,0.027448536145717396,0.0717397409873817,0.045833327535031075,1.3703297685027582,1.369556195367752
2015RAIL,1037,RAIL,2015,no,Forest,USF,SHF,94.95,3503,846,24.2,510,20150730,20150900,0.005061078606422231,0.06197778071501076,0.014590180997743507,1.3636872126884751,1.372408682604701
2015RIVER_CMPLX,1038,RIVER COMPLEX,2015,no,Forest,USF,SHF,98.97,31620,4566,14.4,293,20150730,20151015,0.0073597580292454005,0.07237790649726941,0.020159583228132244,1.3721654076345275,1.3490249124970934
2015ROUGH,1040,ROUGH,2015,no,Forest,USF,SNF,92.93,59249,11573,19.5,2740,20150731,20151105,0.003526261660444774,0.07972530442764014,0.015785555934547908,1.3767402238273134,1.3724412080896844
2015SADDLE,1042,SADDLE,2015,no,Forest,USF,SHF,68.43,654,199,30.4,162,20150609,20150624,0.004395000734599961,0.0766205196817923,0.014479638849544745,1.3711931379411477,1.3406522619574204
2015SHIELL,1043,SHIELL,2015,no,Forest,USF,SHF,96.12,6223,1103,17.7,99,20150730,20150900,0.007735625278300469,0.06593108425744774,0.020725557288406967,1.3695154400401448,1.340622820313424
2015SKY,1044,SKY,2015,no,Forest,USF,SNF,100.0,202,73,36.4,67,20150618,20150621,0.00964534762294417,0.0592907000322594,0.01758241942613773,1.356333299513914,1.3732669250727256
2015TENAYA,1047,TENAYA,2015,no,Forest,NPS,YNP,0.0,165,43,25.9,37,20150907,20150921,0.008284619697469983,0.0716517014861414,0.01610644168696315,1.3639304673234638,1.3265941029556074
2015WILLOW,1051,WILLOW,2015,no,Forest,USF,SNF,97.32,2356,668,28.4,262,20150725,20150812,0.005796703775958956,0.07040291777319727,0.017767653715007464,1.371775008155334,1.3728457661025035
2016CEDAR,1054,CEDAR,2016,no,Forest,USF,SQF,96.51,11818,6333,53.6,5367,20160816,20160930,0.0010151849670873945,0.07118243483156873,0.007200837084703413,1.3695787268543305,1.3945862570998326
2016CLARK,1055,CLARK,2016,no,Forest,USF,INF,100.0,1145,365,31.9,276,20160804,20160815,0.0033046770147308704,0.07983548118648054,0.012128652176171052,1.3791003959962664,1.3415996189244024
2016GAP,1058,GAP,2016,no,Forest,USF,KNF,63.5,13646,1562,11.4,431,20160829,20160917,0.0038990492246438815,0.07166943774128773,0.014546700145887766,1.3690233361738962,1.335358332718424
2016JACOBSON,1059,JACOBSON,2016,no,Forest,USF,SQF,100.0,682,114,16.7,88,20161020,20160000,0.004683292914681054,0.07556564655957265,0.013364902139835414,1.3707930142877054,1.3155656614933169
2016PONY,1063,PONY,2016,no,Forest,USF,KNF,100.0,1171,168,14.3,65,20160607,20160930,0.012503523622650677,0.072374413720753,0.025080041812068927,1.369581787744083,1.3596934314349167
2016SOUP_CMPLX,1068,SOUP COMPLEX,2016,no,Forest,USF,MDF,100.0,1016,218,21.5,61,20160917,20161031,0.008344996552472034,0.06983586393377837,0.019953533017082414,1.3777363789464492,1.3389431457420042
