"","name","buf_width","area_ha","prop.hs"
"122","2008COLD",10,1084.18292429599,0.927508277115533
"123","2009SUGARLOAF",NA,NA,NA
"124","1994PEAK",10,586.227653862206,0.931185125507788
"125","2014LITTLE_DEER",NA,NA,NA
"126","2011MOTOR",10,921.736502297375,0.917945440385059
"127","1999PILOT",10,692.401865096418,0.902869792937627
"128","2002FULLER",10,1187.68333905009,0.888173498337619
"129","2012STAFFORD",NA,NA,NA
"130","1987INDIAN",10,1524.85424096795,0.92588788976368
"131","1989RACK",10,504.624550673539,0.867141951074254
"132","2004STRAYLOR",NA,NA,NA
"133","1985RICH_BAR",10,1167.55814005552,0.843434543161152
"134","1987HASLOE_CMPLX",10,1038.41020562997,0.901186561878157
"135","1999RICHBAR_CMPLX",10,355.045757647767,0.848741917699833
"136","1998TOM",10,509.088910705165,0.88883444754933
"137","2006BOULDER_CMPLX",10,481.551383212045,0.907337770005386
"138","2008TROUGH",NA,NA,NA
"139","1988HERMIT",NA,NA,NA
"140","1987RIPSTEIN",NA,NA,NA
"141","2001BELL",NA,NA,NA
"142","1997CHOKE",10,506.551949563414,0.894241339145057
"143","1987STRAUSE",NA,NA,NA
"144","1994LUCAS4",10,715.392538102283,0.805105422704686
"145","1994SPECIMEN",NA,NA,NA
"146","1987GULCH_SHF",NA,NA,NA
"147","2008RICH",10,729.101228423244,0.913935646120392
"148","1989LAYMAN",10,533.670148339838,0.870729501308636
"149","2001NORTH_FORK",10,425.722509970746,0.862397469141844
"150","1987FRIENDLY",NA,NA,NA
"151","2006BASSETTS",10,245.010709725303,0.874507146058195
"152","1987QUAKING",NA,NA,NA
"153","2009BACKBONE",NA,NA,NA
"154","1987BLAKE",NA,NA,NA
"155","1992RAINBOW",10,748.812946597903,0.860674860148694
"156","1996KAWEAH",10,395.998519833476,0.855528580214495
"157","2006UNCLES",NA,NA,NA
"158","1999HORTON2",10,306.473152532962,0.797857826159062
"159","1988WALKER",10,256.653350066684,0.868362953537319
"160","1994BIG_CREEK",10,480.488372628341,0.846615748868662
"161","1987PEANUT",NA,NA,NA
"162","1985OWENS",10,252.996772744214,0.847986284639194
"163","1987CLAVEY_CMPLX",10,657.169353684662,0.840649578013606
"164","1987CHINA_SHF",NA,NA,NA
"165","2002STANZA",NA,NA,NA
"166","2007CHINA",NA,NA,NA
"167","1991ILL",10,211.013649874061,0.804321104962222
"168","2009CHALK",NA,NA,NA
"169","2006TITUS",NA,NA,NA
"170","1989BALCH",10,493.182787369933,0.809664458974774
"171","1985TRELOAR_CMPLX",NA,NA,NA
"172","2009BIG_MEADOW",10,440.647010796337,0.82522800338495
"173","2008CAREY",NA,NA,NA
"174","2008TELEPHONE",NA,NA,NA
"175","2008NORTHMOUNTAIN",10,140.098710505312,0.807811348785016
"176","1990STEAMBOAT",10,316.171662902973,0.877158199557688
"177","1987SLATER",NA,NA,NA
"178","2003TUOLUMNE",10,142.312474975069,0.778557130413761
"179","1999LOOKOUT",10,103.772176176981,0.809140036734646
"180","1996BOREL",10,111.62049910183,0.802736110186955
"181","2001HIGHWAY",10,136.01667801595,0.734351852542732
"182","1999SHEEP2",NA,NA,NA
"183","1990KIRCH",10,141.207930989002,0.784880804261508
"184","1988OBELISK",10,228.829818157379,0.748029818493911
"185","2008OLIVER",10,92.0263213835012,0.777577687547871
"186","2001SWILLUP2",NA,NA,NA
"187","1987CHINA_KNF",NA,NA,NA
"188","1999PIDGEN",10,136.723393483758,0.778651235113247
"189","2003LOMA",NA,NA,NA
"190","2006RUSH",NA,NA,NA
"191","2005WOOLEY",NA,NA,NA
"192","1987BEAR",NA,NA,NA
"193","2001MCLAUGHLIN",10,65.2548312564118,0.751351267703495
"194","1999SUGAR",NA,NA,NA
"195","1987KELSEY",NA,NA,NA
"196","1996CASTLE_COMPLEX",10,36.0852254745572,0.702183772353596
"197","1987THOMPSON",NA,NA,NA
"198","2008HIDDEN",10,48.8985566994462,0.658566482667936
