"","name","width","area_ha","prop.hs","q","q.name"
"2265","2008MILL",160,3.72441752017151,0.0046559888977215,-0.0179608953365217,"-0.0180"
"2266","2008MILL",170,2.23432980366657,0.00279319241287447,-0.0179608953365217,"-0.0180"
"2267","2008MILL",180,1.17235390845034,0.00146558938475132,-0.0179608953365217,"-0.0180"
"2268","2008MILL",190,0.572494685140929,0.000715690140427108,-0.0179608953365217,"-0.0180"
"2269","2008MILL",200,0.223034600918062,0.000278821217024674,-0.0179608953365217,"-0.0180"
"2270","2008MILL",210,0.0529154541333307,6.615095263308e-05,-0.0179608953365217,"-0.0180"
"2271","2008MILL",220,0,0,-0.0179608953365217,"-0.0180"
"2272","2009BIG_MEADOW",0,533.970016757641,1,-0.00623768268742205,"-0.0062"
"2273","2009BIG_MEADOW",10,440.647010796337,0.82522800338495,-0.00623768268742205,"-0.0062"
"2274","2009BIG_MEADOW",20,366.29245819554,0.685979449594814,-0.00623768268742205,"-0.0062"
"2275","2009BIG_MEADOW",30,309.802082590762,0.580186289245104,-0.00623768268742205,"-0.0062"
"2276","2009BIG_MEADOW",40,267.98851751488,0.501879336113576,-0.00623768268742205,"-0.0062"
"2277","2009BIG_MEADOW",50,234.321004126062,0.438828018001647,-0.00623768268742205,"-0.0062"
"2278","2009BIG_MEADOW",60,207.231371431388,0.388095520212414,-0.00623768268742205,"-0.0062"
"2279","2009BIG_MEADOW",70,184.748804476706,0.345990970801194,-0.00623768268742205,"-0.0062"
"2280","2009BIG_MEADOW",80,165.464212514808,0.30987547488066,-0.00623768268742205,"-0.0062"
"2281","2009BIG_MEADOW",90,148.851195565611,0.278763209345464,-0.00623768268742205,"-0.0062"
"2282","2009BIG_MEADOW",100,133.894515987316,0.250752873354849,-0.00623768268742205,"-0.0062"
"2283","2009BIG_MEADOW",110,120.463979855338,0.225600644371038,-0.00623768268742205,"-0.0062"
"2284","2009BIG_MEADOW",120,108.626466178392,0.203431771015892,-0.00623768268742205,"-0.0062"
"2285","2009BIG_MEADOW",130,97.9501878044006,0.18343761771339,-0.00623768268742205,"-0.0062"
"2286","2009BIG_MEADOW",140,88.2120004697342,0.165200287846447,-0.00623768268742205,"-0.0062"
"2287","2009BIG_MEADOW",150,79.3035083463754,0.148516781574966,-0.00623768268742205,"-0.0062"
"2288","2009BIG_MEADOW",160,71.2722082582829,0.133476049256586,-0.00623768268742205,"-0.0062"
