"","name","X","width","area_ha","prop.hs","sdc","sdc.name"
"214","1985RICH_BAR",214,230,39.91628828,0.028835203,0.00662937752794894,"0.0066"
"215","1985RICH_BAR",215,240,32.74755074,0.023656565,0.00662937752794894,"0.0066"
"216","1985RICH_BAR",216,250,26.86655974,0.019408185,0.00662937752794894,"0.0066"
"217","1985RICH_BAR",217,260,22.03228814,0.015915946,0.00662937752794894,"0.0066"
"218","1985RICH_BAR",218,270,17.76483537,0.012833173,0.00662937752794894,"0.0066"
"219","1985RICH_BAR",219,280,13.97811668,0.010097678,0.00662937752794894,"0.0066"
"220","1985RICH_BAR",220,290,10.65842949,0.007699563,0.00662937752794894,"0.0066"
"221","1985RICH_BAR",221,300,8.134918094,0.005876599,0.00662937752794894,"0.0066"
"222","1985RICH_BAR",222,310,5.978462915,0.004318793,0.00662937752794894,"0.0066"
"223","1985RICH_BAR",223,320,4.169808756,0.003012236,0.00662937752794894,"0.0066"
"224","1985RICH_BAR",224,330,2.748057282,0.001985174,0.00662937752794894,"0.0066"
"225","1985RICH_BAR",225,340,1.637837198,0.00118316,0.00662937752794894,"0.0066"
"226","1985RICH_BAR",226,350,0.854885295,0.000617562,0.00662937752794894,"0.0066"
"227","1985RICH_BAR",227,360,0.390178143,0.000281862,0.00662937752794894,"0.0066"
"228","1985RICH_BAR",228,370,0.110131439,7.96e-05,0.00662937752794894,"0.0066"
"229","1985RICH_BAR",229,380,0.004859457,3.51e-06,0.00662937752794894,"0.0066"
"230","1985RICH_BAR",230,390,0,0,0.00662937752794894,"0.0066"
"231","1985RIVER",231,0,9.089979089,1,0.0250676675524445,"0.0251"
"232","1985RIVER",232,10,5.693665345,0.626367265,0.0250676675524445,"0.0251"
"233","1985RIVER",233,20,3.068460346,0.337565171,0.0250676675524445,"0.0251"
"234","1985RIVER",234,30,1.306480354,0.143727542,0.0250676675524445,"0.0251"
"235","1985RIVER",235,40,0.518287381,0.057017445,0.0250676675524445,"0.0251"
"236","1985RIVER",236,50,0.227527598,0.025030596,0.0250676675524445,"0.0251"
"237","1985RIVER",237,60,0.068116711,0.007493605,0.0250676675524445,"0.0251"
"238","1985RIVER",238,70,0.000247042,2.72e-05,0.0250676675524445,"0.0251"
"239","1985RIVER",239,80,0,0,0.0250676675524445,"0.0251"
"240","1985TRELOAR_CMPLX",240,0,255.3300128,1,0.0085996334266624,"0.0086"
"241","1985TRELOAR_CMPLX",241,10,205.5240733,0.804935037,0.0085996334266624,"0.0086"
"242","1985TRELOAR_CMPLX",242,20,164.6752574,0.644950648,0.0085996334266624,"0.0086"
"243","1985TRELOAR_CMPLX",243,30,133.1137626,0.521340054,0.0085996334266624,"0.0086"
"244","1985TRELOAR_CMPLX",244,40,109.2402953,0.427839618,0.0085996334266624,"0.0086"
"245","1985TRELOAR_CMPLX",245,50,90.27277781,0.353553336,0.0085996334266624,"0.0086"
"246","1985TRELOAR_CMPLX",246,60,75.55885372,0.295926252,0.0085996334266624,"0.0086"
"247","1985TRELOAR_CMPLX",247,70,64.18067216,0.251363604,0.0085996334266624,"0.0086"
"248","1985TRELOAR_CMPLX",248,80,54.70313593,0.214244833,0.0085996334266624,"0.0086"
"249","1985TRELOAR_CMPLX",249,90,46.62533097,0.18260811,0.0085996334266624,"0.0086"
"250","1985TRELOAR_CMPLX",250,100,39.83085461,0.155997543,0.0085996334266624,"0.0086"
"251","1985TRELOAR_CMPLX",251,110,34.04512545,0.133337734,0.0085996334266624,"0.0086"
"252","1985TRELOAR_CMPLX",252,120,28.99429792,0.113556168,0.0085996334266624,"0.0086"
"253","1985TRELOAR_CMPLX",253,130,24.51092504,0.095997038,0.0085996334266624,"0.0086"
"254","1985TRELOAR_CMPLX",254,140,20.77577638,0.081368329,0.0085996334266624,"0.0086"
"255","1985TRELOAR_CMPLX",255,150,17.87582861,0.070010683,0.0085996334266624,"0.0086"
"256","1985TRELOAR_CMPLX",256,160,15.25914235,0.059762431,0.0085996334266624,"0.0086"
"257","1985TRELOAR_CMPLX",257,170,12.78899312,0.050088092,0.0085996334266624,"0.0086"
"258","1985TRELOAR_CMPLX",258,180,10.45528288,0.040948116,0.0085996334266624,"0.0086"
"259","1985TRELOAR_CMPLX",259,190,8.414953544,0.032957166,0.0085996334266624,"0.0086"
"260","1985TRELOAR_CMPLX",260,200,6.608204531,0.025881033,0.0085996334266624,"0.0086"
"261","1985TRELOAR_CMPLX",261,210,5.050434378,0.019780026,0.0085996334266624,"0.0086"
"262","1985TRELOAR_CMPLX",262,220,3.735553177,0.014630294,0.0085996334266624,"0.0086"
"263","1985TRELOAR_CMPLX",263,230,2.695803608,0.010558115,0.0085996334266624,"0.0086"
"264","1985TRELOAR_CMPLX",264,240,1.925901656,0.007542794,0.0085996334266624,"0.0086"
"265","1985TRELOAR_CMPLX",265,250,1.348637828,0.00528194,0.0085996334266624,"0.0086"
"266","1985TRELOAR_CMPLX",266,260,0.864900736,0.003387384,0.0085996334266624,"0.0086"
"267","1985TRELOAR_CMPLX",267,270,0.481381798,0.001885332,0.0085996334266624,"0.0086"
"268","1985TRELOAR_CMPLX",268,280,0.207414959,0.000812341,0.0085996334266624,"0.0086"
"269","1985TRELOAR_CMPLX",269,290,0.043843678,0.000171714,0.0085996334266624,"0.0086"
"270","1985TRELOAR_CMPLX",270,300,0,0,0.0085996334266624,"0.0086"
"271","1986CAENF00000082",271,0,24.56998173,1,0.00889738977893074,"0.0089"
"272","1986CAENF00000082",272,10,20.71868988,0.843252148,0.00889738977893074,"0.0089"
"273","1986CAENF00000082",273,20,17.29399641,0.703866881,0.00889738977893074,"0.0089"
"274","1986CAENF00000082",274,30,14.29543828,0.581825353,0.00889738977893074,"0.0089"
"275","1986CAENF00000082",275,40,11.59466842,0.471903828,0.00889738977893074,"0.0089"
"276","1986CAENF00000082",276,50,9.269725924,0.377278503,0.00889738977893074,"0.0089"
"277","1986CAENF00000082",277,60,7.483384845,0.304574294,0.00889738977893074,"0.0089"
"278","1986CAENF00000082",278,70,6.038024505,0.245748026,0.00889738977893074,"0.0089"
"279","1986CAENF00000082",279,80,4.735559445,0.192737605,0.00889738977893074,"0.0089"
"280","1986CAENF00000082",280,90,3.56069931,0.144920715,0.00889738977893074,"0.0089"
"281","1986CAENF00000082",281,100,2.568492576,0.10453783,0.00889738977893074,"0.0089"
"282","1986CAENF00000082",282,110,1.805210144,0.073472181,0.00889738977893074,"0.0089"
"283","1986CAENF00000082",283,120,1.207878401,0.049160737,0.00889738977893074,"0.0089"
"284","1986CAENF00000082",284,130,0.725270825,0.029518574,0.00889738977893074,"0.0089"
"285","1986CAENF00000082",285,140,0.35874751,0.014601049,0.00889738977893074,"0.0089"
"286","1986CAENF00000082",286,150,0.105676609,0.004301045,0.00889738977893074,"0.0089"
"287","1986CAENF00000082",287,160,0.004321224,0.000175874,0.00889738977893074,"0.0089"
