VB_ID,ID_Num,fire_name,fire_year,class,veg_type,agency,ICS_code,pct_fs,firesize_ha,BA90_ha,BA90_pct,max_patch_ha,ignition_date,contain_date,sdc,awmsi,awmpfd,max_tmmx,max_tmmn,min_rmax,max_bi,region,fire_year_std,max_tmmx_std,max_tmmn_std,min_rmax_std,max_bi_std
1987FORT_COPPER,93,FORT COPPER,1987,SUP,Forest,USFS,KNF,94.59,14703,2842,19.3,290,19870830,19871007.0,0.006428400640084971,0.015718379560549684,1.3543785492359153,36.2299743652344,18.712915039062523,27.818387985229492,74.74076080322266,NW,-1.4055598426227767,0.9315250091508874,0.9697084608624086,-0.7078568498933515,0.3614233766088872
1987FOUTS,94,FOUTS,1987,SUP,Forest,USFS,MNF,91.72,6965,1752,25.2,399,19870901,19870914.0,0.006715451697169118,0.01672961117152314,1.3658372355251907,31.526086425781273,18.285760498046898,37.29117965698242,58.61002731323242,NW,-1.4055598426227767,0.06845872484305777,0.8690997589507446,0.08164441334131563,-0.8812494423189188
1987FRIENDLY,95,FRIENDLY,1987,SUP,Forest,USFS,SHF,88.92,1466,407,27.7,297,19870830,19870910.0,0.005086445165460469,0.013383279864692345,1.3632842983788938,35.6999450683594,17.473596191406273,44.247501373291016,66.092315673828125,NW,-1.4055598426227767,0.8342755802281863,0.6778088120353263,0.6614127617648474,-0.30483198586153093
1987FROG,96,FROG,1987,WFU,Forest,NPS,YNP,0.0,1554,66,4.2,10,19870628,19871104.0,0.021267253314468305,0.03701682717169617,1.3558165178480543,27.691369628906273,13.106774902343773,24.98335838317871,76.31013488769531,SCSN,-1.4055598426227767,-0.635132606381662,-0.35071875629673155,-0.9441398306329227,0.4823241725159096
1987GLASGOW,97,GLASGOW,1987,SUP,Forest,USFS,KNF,96.56,6156,1273,20.7,480,19870830,19870922.0,0.004632876395749635,0.012518746317943192,1.368399735495161,38.5208679199219,17.875878906250023,38.50959396362305,56.62778854370117,NW,-1.4055598426227767,1.351856661060683,0.7725593949173405,0.18319205289348567,-1.0339563381987587
1987GLEN_AULIN,98,GLEN AULIN,1987,WFU,Forest,NPS,YNP,0.0,106,23,21.5,10,19870921,19871120.0,0.017873761713038006,0.031093540018100486,1.3576639948105658,22.291436767578148,4.254144287109398,29.874143600463867,68.53087615966797,SCSN,-1.4055598426227767,-1.6259087579666087,-2.4357994219137353,-0.5365217555125669,-0.11697116509073326
1987GULCH_KNF,99,GULCH,1987,SUP,Forest,USFS,KNF,98.74,4435,181,4.1,18,19870830,19871012.0,0.0163089856712516,0.032655098818914124,1.3490756349875244,39.69118652343752,18.246820068359398,31.429885864257812,73.42973327636719,NW,-1.4055598426227767,1.5665859534234574,0.8599280290343853,-0.4068598221465613,0.26042497666009345
1987GULCH_SHF,100,GULCH,1987,SUP,Forest,USFS,SHF,89.93,2652,789,29.8,520,19870830,19870911.0,0.005680699802972596,0.014870226216120976,1.3853757175842463,41.6512390136719,15.027398681640648,55.66996765136719,68.81095123291016,NW,-1.4055598426227767,1.926215103090565,0.10165022668609111,1.6134078935365719,-0.09539485667343439
1987HAMM_CMPLX,102,HAMM 87 CMPLX,1987,SUP,Forest,USFS,STF,93.66,13624,2993,22.0,431,19870830,19870913.0,0.006566919669195637,0.01639180995561015,1.3517916164040598,36.60231933593752,17.401147460937523,48.118045806884766,59.47439193725586,SCSN,-1.4055598426227767,0.9998426209821792,0.6607447941501873,0.98399979055387,-0.8146608755570158
1987HASLOE_CMPLX,103,HASLOE 87 CMPLX,1987,SUP,Forest,USFS,STF,70.47,2783,1073,38.5,790,19870901,19870907.0,0.005560405611454669,0.011988691679859727,1.400381354885742,34.25808105468752,15.907678222656273,52.59340286254883,53.62908172607422,SCSN,-1.4055598426227767,0.5697233135129133,0.3089845130790286,1.356994380882396,-1.2649694819290733
1987HIGHROCK,104,HIGHROCK,1987,SUP,Forest,USFS,MDF,95.35,455,33,7.3,17,19870901,19870912.0,0.010377507346203766,0.023719659884419354,1.3194551317397496,31.586572265625023,13.634515380859398,39.38408660888672,67.69065856933594,SCSN,-1.4055598426227767,0.0795566271993909,-0.22641881472650904,0.2560758523106995,-0.18169950259246864
1987HOTELLING,105,HOTELLING,1987,SUP,Forest,USFS,KNF,100.0,7453,696,9.3,268,19870830,19871017.0,0.009072434679279867,0.02132611551158743,1.359480746646752,39.1090026855469,17.793695068359398,38.43508529663086,61.50491714477539,NW,-1.4055598426227767,1.4597672434074296,0.7532024445531117,0.17698219536144752,-0.6582341089070022
1987INDIAN,106,INDIAN,1987,SUP,Forest,USFS,TNF,99.93,3791,1523,40.2,939,19870829,19870911.0,0.004298131576900643,0.01032703520424408,1.3730825072545922,34.6268249511719,18.542047119140648,34.190860748291016,76.614349365234375,SCSN,-1.4055598426227767,0.637380202600488,0.9294635425225211,-0.17674886497188144,0.5057601224432148
1987JARREL,107,JARREL,1987,SUP,Forest,USFS,STF,22.55,742,25,3.3,13,19870903,19870912.0,0.015768977852273366,0.03321210365372648,1.331802833162037,28.736016845703148,14.151422119140648,51.38935470581055,62.44171142578125,SCSN,-1.4055598426227767,-0.4434614179055576,-0.10467056917533642,1.2566440751140504,-0.5860657359898384
1987JESSIE,109,JESSIE,1987,SUP,Forest,USFS,SHF,61.0,1385,148,10.7,37,19870830,19870912.0,0.01199010333804352,0.025161040577508034,1.3509822504760485,41.5682312011719,15.016564941406273,57.695556640625,68.78680419921875,NW,-1.4055598426227767,1.9109848839133572,0.09909853066704126,1.7822287777308239,-0.09725508593360195
1987KELSEY,110,KELSEY,1987,SUP,Forest,USFS,KNF,96.4,1753,96,5.5,46,19870830,19870925.0,0.009123856752188715,0.02105918593473067,1.3319638429133305,37.57106933593752,18.907586669921898,34.854400634765625,76.87993621826172,NW,-1.4055598426227767,1.1775882377326528,1.0155599225680958,-0.121446732640563,0.5262202933044131
1987KING_TITUS,111,KING TITUS,1987,SUP,Forest,USFS,KNF,99.21,28891,2092,7.2,132,19870830,19871018.0,0.01052541961194167,0.024728000612090514,1.3473823772168794,39.88448486328127,18.746453857421898,30.85841178894043,70.6072769165039,NW,-1.4055598426227767,1.6020522064633231,0.9776079367072981,-0.4544888126282497,0.04298974327851825
1987LAKE,112,LAKE,1987,SUP,Forest,USFS,KNF,99.79,7655,247,3.2,41,19870830,19870928.0,0.013168583884215485,0.028861489822045068,1.338614225884484,33.41854248046877,18.005670166015648,32.70989227294922,77.97608184814453,NW,-1.4055598426227767,0.41568532470225533,0.8031294320131687,-0.3001788444973051,0.6106647099632798
1987LARSON_CMPLX,113,LARSON 87 CMPLX,1987,SUP,Forest,USFS,STF,93.35,19551,3752,19.2,754,19870830,19870910.0,0.006043917638143296,0.01715316901984512,1.3494194004117845,34.87227783203127,16.753350830078148,39.65487289428711,59.336769104003906,SCSN,-1.4055598426227767,0.6824157367336804,0.5081677479632265,0.2786442906125492,-0.8252630068396486
1987LAUREL,115,LAUREL,1987,SUP,Forest,USFS,INF,85.1,469,112,23.9,51,19870830,19870904.0,0.010535702140749214,0.023160696782322087,1.3493676817701852,23.917108154296898,9.260095214843773,61.573265075683594,55.7755012512207,SCSN,-1.4055598426227767,-1.3276316345953345,-1.2567361642099568,2.1054128837492736,-1.0996144964554972
1987LAZYMAN,116,LAZYMAN,1987,SUP,Forest,USFS,SHF,100.0,606,20,3.3,8,19870901,19870921.0,0.020190173525459536,0.036011937897995734,1.3667840037896515,31.944665527343773,15.485925292968773,43.33850860595703,58.80559539794922,NW,-1.4055598426227767,0.14525934478224298,0.20964806523883459,0.5856535808444719,-0.8661833485620452
1987LIGHTNING120,117,LIGHTNING #120 (CRANK),1987,SUP,Forest,CDF,LMU,12.39,1725,853,49.5,661,19870831,19870908.0,0.0037727938003043917,0.00887631710882482,1.3640754297126945,32.97744140625002,13.507989501953148,43.142513275146484,60.247005462646484,SCSN,-1.4055598426227767,0.3347523879421953,-0.25621974907856726,0.5693185270794409,-0.7551405922335884
1987LOST,118,LOST,1987,SUP,Forest,USFS,LNF,95.64,9672,4685,48.4,1674,19870831,19870908.0,0.004817718948961374,0.012059092864971784,1.4201438312467454,34.83553466796877,13.046197509765648,42.95040512084961,66.25166320800781,SCSN,-1.4055598426227767,0.6756741250096516,-0.36498669037508064,0.5533074465288857,-0.29255623599490865
1987LOST_BEAR,119,LOST BEAR,1987,WFU,Forest,NPS,YNP,0.0,809,33,4.1,5,19870723,19871120.0,0.022746771606605206,0.04097034786238887,1.3428293071782846,27.250268554687523,12.985650634765648,25.30154037475586,72.623321533203125,SCSN,-1.4055598426227767,-0.7160655431417221,-0.3792474365773198,-0.9176212400216932,0.19830096012259266
1987MAMMOTH,120,MAMMOTH,1987,SUP,Forest,USFS,INF,99.82,183,36,19.8,36,19870822,19870825.0,0.007185886901085924,0.01310116352773842,1.3086312732751342,22.603295898437523,3.6214843750000227,69.76110076904297,61.463871002197266,SCSN,-1.4055598426227767,-1.56868904849165,-2.5848112815501363,2.787820651919785,-0.6613962047742064
1987MENDENHALL,121,MENDENHALL,1987,SUP,Forest,CDF,MEU,57.86,21919,8586,39.2,4875,19870831,19870917.0,0.0038582513965672496,0.011482257424416402,1.4026197891137497,38.05486450195315,17.554711914062523,48.40659713745117,60.30253601074219,NW,-1.4055598426227767,1.2663546585474605,0.696914186735705,1.0080488404944,-0.7508626526853642
1987NIELON,122,NIELON,1987,SUP,Forest,USFS,KNF,100.0,649,199,30.6,186,19870830,19870921.0,0.004107048659264847,0.010256408743428555,1.3381854530745896,34.53435668945315,17.608789062500023,37.59624099731445,57.03582763671875,NW,-1.4055598426227767,0.6204141863847012,0.7096511032026244,0.10706947512900203,-1.0025219902028941
1987PALMER,123,PALMER,1987,SUP,Forest,USFS,TNF,57.56,862,187,21.7,105,19870829,19870908.0,0.007915977677269242,0.018777997199782816,1.3643259612804426,35.2149597167969,15.907678222656273,39.41216278076172,77.45698547363281,SCSN,-1.4055598426227767,0.7452907849472348,0.3089845130790286,0.2584158354888585,0.5706747767460476
1987PAPER_CMPLX,126,PAPER 87 CMPLX,1987,SUP,Forest,USFS,STF,71.61,15232,4120,27.1,1775,19870831,19871012.0,0.003850412664988028,0.011649049218431054,1.3700270068185945,33.4885192871094,17.656365966796898,29.247051239013672,68.51880645751953,SCSN,-1.4055598426227767,0.428524623442453,0.7208570020581136,-0.5887862018009886,-0.11790098584573644
1987PEANUT,127,PEANUT,1987,SUP,Forest,USFS,SHF,84.67,2608,599,23.0,208,19870830,19870912.0,0.006813461321632619,0.01787960943846022,1.359514064555514,38.72954711914065,12.926171875000023,65.14112854003906,56.00004196166992,NW,-1.4055598426227767,1.3901449841245608,-0.393256607115709,2.4027732406287576,-1.082316421461503
1987PIERCE,128,PIERCE,1987,SUP,Forest,CDF,TUU,74.57,290,37,12.7,13,19870829,19870905.0,0.01265322448244522,0.02314588127202293,1.3204231195746121,29.396478271484398,14.640222167968773,42.38990020751953,62.75075912475586,SCSN,-1.4055598426227767,-0.32228038723161134,0.010457642478526624,0.5065926709424142,-0.562257446335419
1987QUAKING,130,QUAKING,1987,SUP,Forest,USFS,MDF,96.75,1787,464,25.9,201,19870715,19870721.0,0.010205708725833354,0.02480828233890763,1.3951760720790662,34.00667724609377,14.715936279296898,60.42848205566406,53.73773193359375,SCSN,-1.4055598426227767,0.523595907049002,0.028290763107435547,2.010001977254824,-1.2565993318835613
1987RIPSTEIN,131,RIPSTEIN,1987,SUP,Forest,USFS,SHF,100.0,1378,459,33.3,189,19870830,19870926.0,0.006337453175177789,0.013205832927418414,1.362595028811985,32.7592712402344,16.101251220703148,31.39263153076172,63.91209411621094,NW,-1.4055598426227767,0.2947226684944529,0.35457721124475583,-0.4099647509125804,-0.4727909984242611
1987RIVER,132,RIVER II,1987,SUP,Forest,USFS,STF,93.81,285,7,2.6,6,19870830,19870904.0,0.02177643267653395,0.03495941832870138,1.366620770985821,35.2647644042969,16.916650390625023,46.67045974731445,61.3648796081543,SCSN,-1.4055598426227767,0.7544289164535595,0.5466300730278342,0.8633520383099774,-0.6690222631156516
1987SAINT_CLAIRE,134,SAINT CLAIRE,1987,SUP,Forest,USFS,KNF,100.0,3497,114,3.2,17,19870830,19871010.0,0.020966322281747787,0.03856314210650454,1.3615384210440864,37.60308227539065,17.062646484375023,34.73349380493164,62.68798065185547,NW,-1.4055598426227767,1.1834619509373923,0.5810168723380721,-0.13152360313400704,-0.5670937485367741
1987SLATER,136,SLATER,1987,SUP,Forest,USFS,KNF,96.89,2577,328,12.7,99,19870830,19870920.0,0.009985234807430157,0.02264253905793301,1.3637997327277027,40.33742675781252,19.202813720703148,40.18416976928711,76.32703399658203,NW,-1.4055598426227767,1.6851576891942497,1.0850954360562317,0.32275806044079813,0.48362603912294627
1987SLIDES,137,SLIDES,1987,SUP,Forest,USFS,MNF,100.0,398,8,2.0,8,19870901,19870919.0,0.01944539369465153,0.03220975834906037,1.384675833373284,29.762872314453148,17.845605468750023,38.135746002197266,62.45378494262695,NW,-1.4055598426227767,-0.2550546477310385,0.765429021816221,0.15203403231930981,-0.5851356213597545
1987SNAG_CMPLX,138,SNAG COMPLEX,1987,SUP,Forest,NPS,LNP,0.0,325,29,8.9,11,19870901,19870909.0,0.018586549433287122,0.03145834049261971,1.348308970732521,29.045495605468773,8.575555419921898,54.29226303100586,69.11275482177734,SCSN,-1.4055598426227767,-0.3866784573628864,-1.417967413233357,1.4985843467058173,-0.07214463579706533
1987STRAUSE,139,STRAUSE,1987,SUP,Forest,USFS,SHF,100.0,2646,783,29.6,193,19870830,19871013.0,0.006178826748853279,0.015398737328918858,1.344378100914689,31.743096923828148,15.052270507812523,33.22280502319336,64.97926330566406,NW,-1.4055598426227767,0.10827566916994215,0.10750834571574075,-0.25743059474381064,-0.39057885687759547
1987TEN_BALD,140,TEN BALD,1987,SUP,Forest,USFS,KNF,100.0,7946,969,12.2,86,19870830,19871015.0,0.010146219251459346,0.02267221461109681,1.3472857457548042,38.17934570312502,19.315270996093773,25.345083236694336,73.38868713378906,NW,-1.4055598426227767,1.2891943879679868,1.11158275952158,-0.9139921995343161,0.2572628807928892
1987THOMPSON,141,THOMPSON,1987,SUP,Forest,USFS,KNF,100.0,2039,88,4.3,13,19870830,19871020.0,0.01656275931374393,0.032480391013330175,1.3341006243362876,37.91018066406252,19.000573730468773,27.516475677490234,75.91175842285156,NW,-1.4055598426227767,1.2398081625477757,1.0374613810752644,-0.7330194584047377,0.4516342100991927
1987TRAVIS,142,TRAVIS,1987,SUP,Forest,USFS,SRF,92.86,4781,725,15.2,234,19870831,19870906.0,0.006863796420920868,0.018611523504532334,1.3556866539945456,33.61184082031252,18.434991455078148,44.46009826660156,67.16190338134766,NW,-1.4055598426227767,0.4511515777421211,0.9042484731286425,0.6791314577569639,-0.22243352751376794
1987TRINITY,143,TRINITY,1987,SUP,Forest,USFS,SHF,100.0,570,20,3.4,6,19870830,19870912.0,0.017459493892225824,0.03303832762134075,1.3308688780201547,39.60344848632815,15.878472900390648,51.72793197631836,65.988494873046875,NW,-1.4055598426227767,1.55048783572696,0.302105715641759,1.284862491820664,-0.3128300900550096
1987USF05141987000282,68, ,1987,SUP,Forest,USFS,SHF,100.0,420,24,5.7,12,19870830,19870912.0,0.012569833343409319,0.023456754871378487,1.3208424794985043,36.57503662109377,15.983392333984398,54.088829040527344,61.53147506713867,NW,-1.4055598426227767,0.9948368062967293,0.3268176337079375,1.4816293245715728,-0.6561881505958984
1987WALLOW,145,WALLOW,1987,SUP,Forest,USFS,SHF,96.05,1395,21,1.5,13,19870830,19870920.0,0.013758817097777716,0.029943515628889503,1.3312074382147734,37.9279724121094,16.830133056640648,47.11341094970703,66.56071472167969,NW,-1.4055598426227767,1.2430725808493612,0.5262524442559854,0.9002694060678964,-0.2687476524654087
1987YELLOW2,146,YELLOW #2,1987,SUP,Forest,USFS,KNF,99.99,21741,2305,10.6,451,19870830,19871120.0,0.006583012311469504,0.017934797282078047,1.3544223755703866,32.5683532714844,17.022637939453148,28.999393463134766,66.48828125,NW,-1.4055598426227767,0.2596931643868747,0.5715935667578627,-0.6094270153733304,-0.2743277524957502
1988ALASKA,156,ALASKA,1988,WFU,Forest,NPS,YNP,0.0,770,8,1.1,4,19880818,19881119.0,0.022900649923022744,0.03999999516736532,1.3429504476000051,25.838708496093773,11.438134765625023,28.136110305786133,68.04457092285156,SCSN,-1.300703407694553,-0.975057659988257,-0.7437374462392877,-0.6813765701480144,-0.15443494811516928
1988BUCKEYE,160,BUCKEYE,1988,WFU,Forest,NPS,KNP,0.0,1290,302,23.4,255,19881016,19881023.0,0.0043913430317158286,0.013313609154529059,1.3457515692688191,27.180444335937523,10.678613281250023,38.371612548828125,55.4954719543457,SCSN,-1.300703407694553,-0.7288768451554911,-0.9226293068649569,0.17169211654332428,-1.1211872783718289
1988CALNF00000155,153,1988CALNF00000155,1988,SUP,Forest,USFS,LNF,85.0,375,235,62.5,226,19880828,19880901.0,0.00260008422001415,0.0049165721955642325,1.2607689386102052,31.668878173828148,10.956689453125023,44.104129791259766,72.602996826171875,SCSN,-1.300703407694553,0.09465806143502684,-0.8571333797506409,0.6494635867963792,0.1967351936931815
1988CLEARINGHOUSE,163,CLEARHOUSE,1988,SUP,Forest,USFS,STF,93.99,1021,36,3.5,10,19880702,19880708.0,0.017751411612336763,0.0310889326281892,1.3482224879612108,32.57015380859377,14.629144287109398,52.961585998535156,57.168373107910156,SCSN,-1.300703407694553,0.2600235257587332,0.007848443450596782,1.3876802716984786,-0.9923110066525337
1988EAST_LECONTE,166,EAST LECONTE,1988,WFU,Forest,NPS,YNP,0.0,1519,20,1.3,11,19880620,19881119.0,0.017779778315150957,0.04030302454181325,1.3466379807003468,29.957513427734398,13.769616699218773,29.199281692504883,73.52589416503906,SCSN,-1.300703407694553,-0.2193420234986002,-0.19459808718754096,-0.5927675114950777,0.267832979691737
1988ECHO,167,ECHO,1988,WFU,Forest,NPS,YNP,0.0,577,35,6.0,7,19880621,19881110.0,0.025898476356824046,0.04675324804288747,1.3675714501824463,25.184655761718773,9.704187011718773,28.777006149291992,64.92073059082031,SCSN,-1.300703407694553,-1.0950628281521981,-1.152138191057243,-0.6279616851190807,-0.39508807611424807
1988ELBOW,170,ELBOW,1988,WFU,Forest,NPS,YNP,0.0,184,3,1.7,3,19880810,19881110.0,0.018484734556514948,0.028571427085191586,1.3134897803060155,23.360467529296898,7.727777099609398,31.71682357788086,66.3927001953125,SCSN,-1.300703407694553,-1.4297636926071993,-1.6176466115691448,-0.38294525765227616,-0.28169108651514324
1988GARNET,172,GARNET,1988,SUP,Forest,USFS,SNF,100.0,924,33,3.5,13,19880829,19880902.0,0.015611695241360881,0.029670342957825786,1.3319587493135476,33.2734313964844,18.680810546875023,39.816532135009766,56.521175384521484,SCSN,-1.300703407694553,0.38906043786857014,0.962146815194689,0.29211763397179114,-1.042169558951233
1988HERMIT,175,HERMIT,1988,SUP,Forest,USFS,SHF,97.71,3391,1158,34.1,356,19880928,19881002.0,0.004819125290814207,0.012351971219295642,1.3427222634228233,30.132714843750023,10.601617431640648,48.726654052734375,53.26416015625,NW,-1.300703407694553,-0.18719618221317716,-0.9407643182904858,1.0347236949279208,-1.2930821598889706
1988LETTS,178,LETTS,1988,SUP,Forest,USFS,MNF,96.15,1340,193,14.4,72,19881205,19881212.0,0.008722330247787423,0.021693123481665556,1.3336732766140706,18.354791259765648,8.025384521484398,38.59652328491211,41.92768096923828,NW,-1.300703407694553,-2.348201902445694,-1.5475504437444292,0.19043709863586153,-2.1664171856509506
1988LIGHTNING97,179,LIGHTNING #97 (BISON),1988,SUP,Forest,CDF,LMU,20.45,1386,769,55.5,689,19880810,19880817.0,0.0034184248086178985,0.008617885688126312,1.3603532505113158,29.232629394531273,8.312646484375023,74.3498764038086,64.17539978027344,SCSN,-1.300703407694553,-0.3523432720707398,-1.479890965921003,3.17026801125008,-0.4525065648612587
1988OBELISK,181,OBELISK,1988,SUP,Forest,USFS,SNF,99.91,3045,289,9.5,36,19880724,19880801.0,0.01324417441847,0.027472869763244884,1.33802050267068,24.665002441406273,13.642083740234398,47.4439811706543,49.35527038574219,SCSN,-1.300703407694553,-1.1904084796777483,-0.22463622145122916,0.927820482463239,-1.594213603974217
1988QUARTZITE,183,QUARTZITE,1988,WFU,Forest,NPS,YNP,0.0,248,42,17.1,11,19880902,19881110.0,0.019263056618571885,0.034961075132074346,1.3533158278523694,25.055017089843773,7.201470947265648,32.95595169067383,65.2968978881836,SCSN,-1.300703407694553,-1.118848846926014,-1.7416087229621975,-0.27967124464121984,-0.3661090544167564
1988SIMPSON,185,SIMPSON,1988,WFU,Forest,NPS,KNP,0.0,492,10,2.0,7,19880721,19880901.0,0.021722393665069225,0.03862927744946037,1.3732133071183688,27.739678955078148,16.174645996093773,36.4641227722168,58.78520202636719,SCSN,-1.300703407694553,-0.6262688427943385,0.3718640532893048,0.012714104524700485,-0.8677544047429071
1988USF05131988000061,148, ,1988,SUP,Forest,USFS,SQF,97.29,286,67,23.5,33,19880704,19880705.0,0.012959570867964664,0.02525658959822317,1.3658817084759716,29.497857666015648,12.908959960937523,52.07136154174805,66.20344543457031,SCSN,-1.300703407694553,-0.30367936219238906,-0.39731056924174873,1.313485318663503,-0.29627081701363184
1988USFS_ASSIST3,188,USFS ASSIST 3,1988,SUP,Forest,CDF,NEU,87.89,244,7,3.1,5,19880327,19880404.0,0.024799288611169104,0.0377509302179056,1.3663252237247587,18.317590332031273,5.552545166015648,44.627933502197266,72.0772933959961,SCSN,-1.300703407694553,-2.355027504349009,-2.129984044937694,0.6931195338289013,0.15623626883635833
1988VERN,189,VERN,1988,WFU,Forest,NPS,YNP,0.0,289,4,1.3,3,19880910,19881110.0,0.021096285906115213,0.03565891079835353,1.3170761690335353,24.828210449218773,8.075921630859398,32.68151092529297,78.86235809326172,SCSN,-1.300703407694553,-1.1604631810896204,-1.5356473209062698,-0.3025442622752266,0.6789412951881215
1988WALKER,190,WALKER,1988,SUP,Forest,NPS,YNP,0.0,1247,283,22.7,176,19880620,19881110.0,0.005786493233539403,0.014934517246811907,1.342941156189291,29.535058593750023,14.926751708984398,25.559707641601562,80.0749740600586,SCSN,-1.300703407694553,-0.2968537602890742,0.07794461127531255,-0.8961045224200269,0.7723583058077206
1989BALCH,193,BALCH,1989,SUP,Forest,USFS,SNF,100.0,3584,574,16.0,161,19890729,19890809.0,0.008951329967628251,0.020967234029703068,1.357224550636442,30.988854980468773,16.781732177734398,46.46934127807617,59.250308990478516,SCSN,-1.1958469727663295,-0.030112149567077577,0.5148524727455261,0.8465900012014317,-0.8319236855413386
1989LAYMAN,197,LAYMAN,1989,SUP,Forest,USFS,PNF,90.8,2012,580,28.8,212,19890906,19890912.0,0.006540007947190193,0.0148467559423359,1.3604105696436481,24.067681884765648,7.024285888671898,47.923675537109375,65.80005645751953,SCSN,-1.1958469727663295,-1.3000044649555023,-1.7833415316568548,0.9678001760325746,-0.3273469312862508
1989POWERHOUSE,202,POWDERHOUSE,1989,SUP,Forest,USFS,SNF,62.04,4863,480,9.9,99,19890728,19890803.0,0.011487691958886057,0.023724397624978882,1.365540375339806,37.01311645507815,16.225579833984398,44.95494842529297,63.803443908691406,SCSN,-1.1958469727663295,1.0752154078735012,0.383860618516894,0.7203742971370096,-0.4811611484697733
1989RACK,203,RACK,1989,SUP,Forest,USFS,PNF,100.0,1400,552,39.4,189,19890708,19890712.0,0.0065815207018212925,0.015303033472810252,1.3584451122876677,29.186547851562523,10.341912841796898,46.700748443603516,70.10778045654297,SCSN,-1.1958469727663295,-0.36079828345220444,-1.0019331439865822,0.8658764223364153,0.004509740225384053
1990A_ROCK,210,A-ROCK,1990,SUP,Forest,NPS,YNP,59.24,7281,2682,36.8,1513,19900807,19900821.0,0.002949310643554034,0.008866929675604195,1.3436430016091443,35.6170593261719,20.101617431640648,47.259132385253906,58.0953483581543,SCSN,-1.0909905378381057,0.8190677584321213,1.2967927632479388,0.9124144274545367,-0.9208990681928219
1990AVALANCHE,211,AVALANCHE,1990,WFU,Forest,NPS,KNP,0.0,1157,161,13.9,38,19900713,19901029.0,0.01199017976820307,0.024060706517560204,1.3466332178461304,27.280816650390648,15.440637207031273,19.504304885864258,60.475521087646484,SCSN,-1.0909905378381057,-0.7104605985106981,0.19898125709159523,-1.4007865940531523,-0.7375362994056142
1990BUTTES,214,BUTTES,1990,SUP,Forest,USFS,TNF,68.18,122,44,36.3,41,19900807,19900813.0,0.006369873380719479,0.014198777225257121,1.319452891213493,33.57875976562502,17.215051269531273,40.06689453125,68.85994720458984,SCSN,-1.0909905378381057,0.4450818874523809,0.61691312563141,0.31298386168452896,-0.09162032513826977
1990CALNF00000109,207,1990CALNF00000109,1990,SUP,Forest,USFS,LNF,100.0,136,71,51.9,71,19900911,19900913.0,0.005503228721908974,0.01096938585655937,1.3298117365405422,27.526147460937523,8.609857177734398,59.93800354003906,60.501834869384766,SCSN,-1.0909905378381057,-0.6654474617586487,-1.4098882404857174,1.9691234885163775,-0.7355091490996686
1990COTTONWOOD,216,COTTONWOOD,1990,SUP,Forest,CDF,TCU,85.83,991,326,32.9,205,19900913,19900920.0,0.004631710587843861,0.01230769218814698,1.3322315617488656,30.434442138671898,12.044671630859398,45.23606491088867,58.80581283569336,SCSN,-1.0909905378381057,-0.13183545537308353,-0.6008784085530464,0.7438036966408232,-0.8661665976824513
1990GREENHORN,221,GREENHORN,1990,SUP,Forest,USFS,PNF,79.06,165,45,27.3,22,19900629,19900703.0,0.009034247821544007,0.018217822300710944,1.3113634736321795,23.868615722656273,9.160485839843773,47.07829666137695,69.7235107421875,SCSN,-1.0909905378381057,-1.3365289942543725,-1.2801973918329952,0.8973428374327126,-0.02509347214329183
1990KIRCH,222,KIRCH,1990,SUP,Forest,USFS,SNF,95.36,1507,165,11.0,66,19900720,19900724.0,0.01322752900206831,0.025755102248837976,1.3634310481219465,36.5148864746094,20.128320312500023,49.405418395996094,55.25349426269531,SCSN,-1.0909905378381057,0.9838004967385393,1.3030821548441884,1.091294695854896,-1.1398286563592237
1990LAUREL_LAKE2,223,LAUREL LAKE 2,1990,SUP,Forest,NPS,YNP,0.0,336,5,1.4,1,19900813,19900820.0,0.041907809363753316,0.06666666336670801,1.3667602877617449,25.893640136718773,10.774804687500023,48.049800872802734,56.89210510253906,SCSN,-1.0909905378381057,-0.9649788384739282,-0.8999731213662383,0.9783119781819591,-1.0135940277393984
1990LONG_VALLEY,225,LONG VALLEY,1990,SUP,Forest,CDF,SHU,81.3,290,73,25.3,70,19900810,19900817.0,0.0064857761195291795,0.013024012769134367,1.3362274737296196,34.04689941406252,15.709893798828148,48.34210205078125,70.75691223144531,NW,-1.0909905378381057,0.530975844135605,0.2623998880101214,1.0026735557670718,0.054517287189945175
1990PIUTE,227,PIUTE,1990,SUP,Forest,NPS,YNP,0.0,224,14,6.1,3,19900813,19900914.0,0.028327476497257288,0.049561403956841645,1.3402985653884576,28.226373291015648,13.434594726562523,28.96477508544922,67.00125885009766,SCSN,-1.0909905378381057,-0.5369704841773856,-0.2735065911231162,-0.6123122527839001,-0.2348091949077926
1990RECER,228,RECER,1990,SUP,Forest,USFS,MNF,95.38,1389,207,14.9,74,19900808,19900902.0,0.008349162304258256,0.017604606692836353,1.3631924147603829,35.29482421875002,21.896661376953148,36.02407455444336,58.67902755737305,NW,-1.0909905378381057,0.7599442715600117,1.7195836360381132,-0.0239613166029768,-0.875933829861113
1990SAVAGE,229,SAVAGE,1990,SUP,Forest,USFS,SNF,94.27,786,224,28.5,106,19900830,19900902.0,0.008106043959998437,0.01820368795756999,1.3473860202358237,31.088220214843773,13.645623779296898,52.27363586425781,51.53372573852539,SCSN,-1.0909905378381057,-0.011880681316713984,-0.2238024278224692,1.3303436893186495,-1.4263906555738024
