VB_ID,ID_Num,fire_name,fire_year,class,veg_type,agency,ICS_code,pct_fs,firesize_ha,BA90_ha,BA90_pct,max_patch_ha,ignition_date,contain_date,sdc,awmsi,awmpfd,max_tmmx,max_tmmn,min_rmax,max_bi,region,fire_year_std,max_tmmx_std,max_tmmn_std,min_rmax_std,max_bi_std
1990STEAMBOAT,230,STEAMBOAT,1990,SUP,Forest,NPS,YNP,0.0,2470,338,13.7,132,19900807,19900820.0,0.007326042142520902,0.014622516789934098,1.3405828786817104,33.23262939453127,18.488549804687523,48.611751556396484,54.861183166503906,SCSN,-1.0909905378381057,0.38157411322153817,0.9168631957016918,1.025147250184806,-1.1700513573977942
1990STORMY,231,STORMY,1990,SUP,Forest,USFS,SQF,98.39,9493,6114,64.4,5218,19900805,19900901.0,0.0021058930543085452,0.006473942007214756,1.4017224717791061,32.0908142089844,18.778405761718773,51.50593566894531,67.71172332763672,SCSN,-1.0909905378381057,0.17207460935564325,0.9851336429944677,1.2663604101558597,-0.180076724397422
1990T_GROVE4,232,T-GROVE 4,1990,SUP,Forest,NPS,YNP,0.0,301,4,1.3,3,19900807,19900816.0,0.021834245962004666,0.03851851041990181,1.3239780662207445,32.91036376953127,17.583764648437523,54.476409912109375,55.48313903808594,SCSN,-1.0909905378381057,0.32244502700414274,0.7037570447924247,1.5139319021350655,-1.1221373765073932
1990WALKER,233,WALKER,1990,SUP,Forest,USFS,PNF,100.0,472,134,28.4,93,19900806,19900808.0,0.0062870725062348694,0.015033557585838834,1.3345939325378406,31.162500000000023,15.657739257812523,39.34284591674805,59.19094467163086,SCSN,-1.0909905378381057,0.0017481251087728068,0.25011580773813213,0.2526386840852815,-0.8364969695455609
1991BEAR,236,BEAR,1991,SUP,Forest,USFS,MNF,100.0,339,15,4.5,13,19910128,19910201.0,0.01529939517200389,0.02962964886836651,1.3594346818742078,12.084802246093773,-0.031042480468727263,31.0860595703125,41.26060104370117,NW,-0.986134102909882,-3.4986153881270368,-3.4450994216515443,-0.43551571396909167,-2.217807414869712
1991FROG,238,FROG,1991,WFU,Forest,NPS,YNP,0.0,1232,32,2.6,4,19910906,19910921.0,0.02744753739883402,0.04783427155681178,1.3498646950221338,27.679803466796898,10.710473632812523,33.92631149291992,68.62972259521484,SCSN,-0.986134102909882,-0.6372547582449568,-0.9151251642061173,-0.19879748364108304,-0.10935627400235069
1991ILL,239,ILL,1991,SUP,Forest,NPS,YNP,0.0,1430,250,17.5,91,19910907,19910924.0,0.010246469708850181,0.021384099281770437,1.365490637331674,25.271752929687523,10.081597900390648,33.46721267700195,71.68814849853516,SCSN,-0.986134102909882,-1.0790822967067013,-1.0632457272048783,-0.23706065965894046,0.1262574841146818
1991ROCK,242,ROCK,1991,SUP,Forest,USFS,SHF,94.0,451,240,53.2,231,19910918,19910922.0,0.004058688502923021,0.009630461334681973,1.3497338390199316,37.75563964843752,12.438226318359398,54.52681350708008,52.999671936035156,NW,-0.986134102909882,1.2114530780207975,-0.508183558238492,1.5181327442183554,-1.3134576947269574
1992CALLBOX,248,CALLBOX,1992,SUP,Forest,USFS,SQF,100.0,648,253,39.0,93,19920524,19920524.0,0.010302051717274087,0.021206797809344122,1.3824697242740944,30.820397949218773,14.666925048828148,48.81047058105469,56.631187438964844,SCSN,-0.8812776679816584,-0.06102053554435247,0.016747034074776245,1.0417093077527182,-1.0336944955019483
1992CHAGOOPA,249,CHAGOOPA,1992,WFU,Forest,NPS,KNP,0.0,255,17,6.7,5,19920715,19920920.0,0.019172394627857924,0.034215167968372,1.3366066423695975,24.454400634765648,10.859460449218773,29.738954544067383,74.2899169921875,SCSN,-0.8812776679816584,-1.2290495614946277,-0.8800339530370995,-0.5477889652749005,0.3266914563336641
1992CLEVELAND,250,CLEVELAND,1992,SUP,Forest,USFS,ENF,46.52,9258,5252,56.7,2307,19920929,19921012.0,0.0019955012210977675,0.006578162176425295,1.3608872383379444,28.317590332031273,13.831414794921898,21.90872573852539,60.845394134521484,SCSN,-0.8812776679816584,-0.5202340411183141,-0.18004263806479184,-1.2003923104773517,-0.7090421715911045
1992DOME,253,DOME,1992,SUP,Forest,NPS,YNP,0.0,100,15,14.9,7,19920621,19920627.0,0.019357876947797073,0.031726917494073144,1.3490570432061815,22.593988037109398,10.790521240234398,46.818336486816406,46.60371398925781,SCSN,-0.8812776679816584,-1.5703968488038,-0.8962713651695885,0.875676691557441,-1.80618687510785
1992ITALIAN,256,ITALIAN,1992,SUP,Forest,USFS,SNF,74.13,888,11,1.2,4,19920813,19920820.0,0.03075411926649499,0.05470083538960228,1.3623713882461561,38.77852783203127,21.512109375000023,45.435340881347656,54.87507247924805,SCSN,-0.8812776679816584,1.3991319333081706,1.6290092091760087,0.7604121723533023,-1.1689813582293471
1992MUD,258,MUD FIRE,1992,SUP,Forest,CDF,LMU,56.41,311,205,66.0,205,19920812,19920819.0,0.003821693843955515,0.0070098879222409245,1.3176645681181394,32.76900634765627,13.144372558593773,49.34187316894531,65.2523422241211,SCSN,-0.8812776679816584,0.29650885964060336,-0.3418632929292121,1.0859985763193292,-0.3695415153581082
1992OSTRANDER,259,OSTRANDER,1992,WFU,Forest,NPS,YNP,0.0,165,6,3.8,6,19920811,19920822.0,0.01669887876066047,0.02952380546668159,1.324774179720161,26.826226806640648,14.167535400390648,44.351375579833984,77.82356262207031,SCSN,-0.8812776679816584,-0.7938684458870544,-0.10087537058925664,0.6700700636590415,0.598914996490923
1992RAINBOW,260,RAINBOW,1992,SUP,Forest,USFS,INF,92.22,3422,828,24.2,287,19920820,19920916.0,0.006307859711082349,0.015720556115712204,1.3649405702437098,24.381341552734398,5.576074218750023,45.700138092041016,72.678955078125,SCSN,-0.8812776679816584,-1.242454394108685,-2.1244421924568844,0.782481456634811,0.2025868342979929
1992RATTLESNAKE,261,RATTLESNAKE,1992,WFU,Forest,NPS,KNP,0.0,138,13,9.3,10,19920716,19921018.0,0.014904078523628924,0.030769231043547646,1.3460282836975366,25.191278076171898,12.026818847656273,27.163257598876953,87.655914306640625,SCSN,-0.8812776679816584,-1.093847770225193,-0.6050833160773962,-0.762458100034962,1.3563756657243806
1992RUBY,262,RUBY,1992,SUP,Forest,USFS,STF,77.43,1718,1209,70.4,1168,19920907,19920909.0,0.0025527942806332585,0.0060449053151809045,1.3592635033365417,30.587365722656273,12.040612792968773,40.613712310791016,50.62279510498047,SCSN,-0.8812776679816584,-0.1037771361462494,-0.6018343960756763,0.35855789547164796,-1.4965665554445309
1993BUCK_PEAK,267,BUCK PEAK,1993,WFU,Forest,NPS,KNP,0.0,836,50,6.0,17,19930622,19931116.0,0.018369471624981863,0.03233038372208148,1.3517010607650761,26.442773437500023,12.323236083984398,20.995288848876953,79.06044006347656,SCSN,-0.7764212330534348,-0.8642242194023549,-0.5352674754209703,-1.27652188275677,0.6942010526231074
1993ROAD,274,ROAD,1993,SUP,Forest,USFS,ENF,62.05,128,17,13.1,8,19930510,19930512.0,0.01682726428839948,0.02994651498997361,1.338117032473869,23.279565429687523,10.505822753906273,51.26122283935547,45.432373046875,SCSN,-0.7764212330534348,-1.4446075569596915,-0.9633270613997744,1.2459650404712268,-1.896424157355409
1994BARKLEY,280,BARKLEY,1994,SUP,Forest,CDF,TGU,71.4,18124,544,3.0,332,19940918,19940925.0,0.006110682908461638,0.017482020297234033,1.3695767655314157,31.645135498046898,13.221368408203148,32.090267181396484,69.19189453125,SCSN,-0.6715647981252111,0.09030177080272252,-0.32372828150368316,-0.35182093792278574,-0.06604790337503752
1994BEAR,281,BEAR,1994,SUP,Forest,USFS,KNF,100.0,834,197,23.6,161,19940721,19940728.0,0.0037289064980091683,0.009960638379141223,1.3025211653490163,37.7574401855469,17.195855712890648,51.829917907714844,66.83780670166016,NW,-0.6715647981252111,1.211783439392656,0.6123919515582202,1.293362417128827,-0.2474011543611353
1994BIG_CREEK,282,BIG CREEK,1994,SUP,Forest,USFS,SNF,99.54,2383,546,22.9,187,19940824,19940902.0,0.006458366551038235,0.01664201450388229,1.335690075350237,24.637536621093773,10.912438964843773,40.65414810180664,68.1695556640625,SCSN,-0.6715647981252111,-1.1954478904349126,-0.8675558001101402,0.36192797994019216,-0.14480642497454846
1994COTTONWOOD,284,COTTONWOOD,1994,SUP,Forest,USFS,TNF,74.15,19621,8780,44.7,4805,19940816,19940901.0,0.003565423578846612,0.009300287518710204,1.3981344765670713,30.642968750000023,8.739984130859398,37.57936477661133,83.2990951538086,SCSN,-0.6715647981252111,-0.09357512903563439,-1.3792391367526793,0.1056629417621304,1.0207368219254858
1994CREEK,285,CREEK,1994,SUP,Forest,CDF,TCU,85.25,591,103,17.4,77,19940809,19940816.0,0.008567965920150607,0.019097223825626626,1.3521522378624455,38.60622558593752,19.136804199218773,34.44270324707031,67.91459655761719,SCSN,-0.6715647981252111,1.3675180298248928,1.0695480600303024,-0.15575927945029497,-0.1644478598612086
1994FOUR_LANE,290,FOUR LANE,1994,SUP,Forest,CDF,FKU,93.3,90,23,25.8,23,19940730,19940807.0,0.013598707595274326,0.021705400414148004,1.3766468105332623,36.52266845703127,21.310479736328148,36.48750305175781,63.30790710449219,SCSN,-0.6715647981252111,0.9852283297864025,1.5815189117172417,0.014662712799012476,-0.5193361091892497
1994HIRSCHDALE,292,HIRSCHDALE,1994,SUP,Forest,USFS,TNF,79.18,445,99,22.2,41,19940811,19940822.0,0.010754236604238233,0.025258047993635006,1.3343214902303775,30.929650878906273,8.517022705078148,46.537086486816406,84.21746063232422,SCSN,-0.6715647981252111,-0.0409748794214097,-1.4317537596123362,0.8522361644162313,1.0914854843282942
1994HORIZON,293,HORIZON,1994,WFU,Forest,NPS,YNP,0.0,1337,66,4.9,21,19940531,19940819.0,0.013682605741919493,0.026867028785119162,1.3213154021226303,27.401330566406273,12.809533691406273,29.948524475097656,77.10816192626953,SCSN,-0.6715647981252111,-0.6883487839773179,-0.42072866960812727,-0.5303225487191793,0.5438022516262622
1994JACK1,295,JACK #1,1994,SUP,Forest,USFS,KNF,100.0,11305,1252,11.1,154,19940721,19940810.0,0.00899470965731172,0.02195757497392312,1.3468093235707423,36.4987731933594,18.829766845703148,48.172088623046875,65.459014892578125,NW,-0.6715647981252111,0.9808440424276695,0.997230838487597,0.988503940239329,-0.353619951241622
1994LUCAS4,298,LUCAS #4,1994,SUP,Forest,USFS,SQF,78.79,2808,820,29.2,270,19940627,19940702.0,0.011246724327630003,0.02377647492877344,1.3878827527316582,37.76625976562502,20.871850585937523,30.614700317382812,74.1278076171875,SCSN,-0.6715647981252111,1.2134016501802343,1.4782075683882179,-0.47480072503241144,0.3142029409086909
1994SPECIMEN,306,SPECIMEN,1994,SUP,Forest,USFS,KNF,100.0,3432,997,29.0,446,19940918,19941012.0,0.0043378902893529475,0.01087223662933044,1.347811111121441,33.02578125000002,16.344171142578148,31.862014770507812,57.23084259033203,NW,-0.6715647981252111,0.3436217508748046,0.4117927050803524,-0.37084442888272345,-0.9874985083327068
1994SUGARFOOT,307,SUGARFOOT,1994,SUP,Forest,USFS,MNF,86.97,1106,162,14.7,46,19940827,19940910.0,0.0098968174876417191,0.02413856909371993,1.3434707138677502,27.092004394531273,13.712365722656273,45.95939636230469,59.89435577392578,NW,-0.6715647981252111,-0.7451037477935604,-0.20808254276990015,0.8040891029306285,-0.7823078740592108
1995CASTLE,313,CASTLE WF,1995,SUP,Forest,NPS,KNP,0.0,736,17,2.3,3,19951109,19951211.0,0.03447402419192074,0.05719298607416957,1.3683028898648342,20.416802978515648,5.138879394531273,34.782081604003906,87.6932373046875,SCSN,-0.5667083631969875,-1.969865340178935,-2.227415705608738,-0.1274740969193045,1.359250939512924
1995HELESTER,316,HELESTER,1995,SUP,Forest,USFS,TNF,100.0,258,55,21.5,55,19950811,19950816.0,0.006989487566804663,0.01341990967220336,1.3395035928358014,28.412408447265648,16.218713378906273,43.51966857910156,75.345611572265625,SCSN,-0.5667083631969875,-0.5028368753155255,0.38224334639214413,0.6007521951285438,0.40801962163789934
1995PONY,320,PONY,1995,SUP,Forest,USFS,KNF,100.0,852,179,21.0,146,19950801,19950815.0,0.0034692196449697126,0.012951805226582623,1.2949439322752607,34.58590087890627,16.695794677734398,42.82099151611328,50.812767028808594,NW,-0.5667083631969875,0.6298714805723131,0.49461141361976735,0.5425215865670593,-1.4819315764308905
1996ACKERSON,327,ACKERSON,1996,SUP,Forest,NPS,YNP,18.97,24123,4078,16.9,319,19960814,19960821.0,0.005965859692512192,0.01721248363308055,1.3386986700234238,29.970513916015648,14.861444091796898,48.09107971191406,62.04612350463867,SCSN,-0.46185192826876387,-0.21695670240687573,0.06256255639991347,0.9817523257323475,-0.6165408757226402
1996BIG_ARROYO,333,BIG ARROYO,1996,WFU,Forest,NPS,KNP,0.0,1410,48,3.4,7,19960802,19961105.0,0.02474746960920225,0.04444444483175164,1.3506773381729948,23.400079345703148,7.987481689453148,26.970333099365234,87.15586853027344,SCSN,-0.46185192826876387,-1.4224957424263112,-1.5564777858730485,-0.778537218139882,1.3178533446596408
1996BOREL,335,BOREL,1996,SUP,Forest,USFS,SQF,100.0,1099,130,11.8,71,19960801,19960805.0,0.008830120825338761,0.021124828678611363,1.3494240996100884,34.73507080078127,19.081994628906273,50.70778274536133,83.37354278564453,SCSN,-0.46185192826876387,0.6572410803290014,1.0566386345367433,1.1998390758692594,1.0264720879983815
1996CASTLE_COMPLEX,337,CASTLE COMPLEX,1996,SUP,Forest,NPS,KNP,0.0,1148,48,4.2,11,19960726,19961105.0,0.01741615442400294,0.032209737055869055,1.3459050248921194,30.458947753906273,15.553338623046898,25.525108337402344,95.22516632080078,SCSN,-0.46185192826876387,-0.12733918110863576,0.22552608356582363,-0.8989881701681114,1.939492592394097
1996DIXIE,342,DIXIE FIRE,1996,SUP,Forest,CDF,LMU,50.68,576,289,50.2,285,19960816,19960823.0,0.0035983270271466978,0.007772610656477478,1.3367643615620797,32.4178405761719,10.841790771484398,40.07178497314453,68.49156951904297,SCSN,-0.46185192826876387,0.23207719343761385,-0.8841957333047893,0.3133914511457246,-0.11999925392118609
1996FORK,345,FORK,1996,SUP,Forest,USFS,MNF,74.47,33673,12366,36.7,2848,19960811,19960907.0,0.005265034053473389,0.014928314125067281,1.3949187766474247,40.31459960937502,21.761773681640648,32.60821533203125,83.10123443603516,NW,-0.46185192826876387,1.6809693789205173,1.6878132236319152,-0.30865301727320843,1.0054941092451744
1996HOSPITAL,350,HOSPITAL,1996,SUP,Forest,NPS,KNP,0.0,119,28,23.3,15,19960728,19960810.0,0.011618711996925862,0.019633227438113066,1.3327445536187694,36.41338500976565,19.562951660156273,41.66780471801758,70.01049041748047,SCSN,-0.46185192826876387,0.965177074318174,1.1699195620303364,0.44641027478164746,-0.002985249830115675
1996ILL,351,ILL,1996,WFU,Forest,NPS,YNP,0.0,233,3,1.3,1,19961001,19961023.0,0.03960638575124031,0.06274508889862712,1.3724406239973546,23.377130126953148,5.943109130859398,32.39849853515625,68.486572265625,SCSN,-0.46185192826876387,-1.4267064500811864,-2.0379936064819195,-0.3261316742300654,-0.12038423027676579
1996KAWEAH,352,KAWEAH,1996,SUP,Forest,NPS,KNP,0.0,1824,426,23.4,190,19960813,19960825.0,0.00772050472380233,0.016806253629556598,1.3762893795385789,36.18511352539065,18.382531738281273,42.89117431640625,64.8966064453125,SCSN,-0.46185192826876387,0.9232939715808522,0.8918925140955533,0.5483709086474626,-0.39694654212393204
1996KENDRICK,353,KENDRICK,1996,WFU,Forest,NPS,YNP,0.0,344,7,2.1,6,19960810,19960817.0,0.01729233767767396,0.031223625694246165,1.3425470985578334,27.371423339843773,13.915856933593773,43.36764907836914,57.35694122314453,SCSN,-0.46185192826876387,-0.6938361423573414,-0.16015378486842305,0.588082267189303,-0.9777841736685522
1996KIBBIE,354,KIBBIE,1996,SUP,Forest,NPS,YNP,56.01,118,9,7.8,9,19960814,19961120.0,0.015526403175639893,0.030065345345508716,1.3672802951206913,28.841851806640648,12.432824707031273,32.53260040283203,77.62510681152344,SCSN,-0.46185192826876387,-0.42404288845461746,-0.509455812309962,-0.31495507522938604,0.5836264392980388
1996MADDALENA,355,MADDALENA,1996,SUP,Forest,USFS,PNF,53.9,1819,408,22.4,83,19960725,19960730.0,0.012945370021673654,0.025680537424582022,1.37173406759062,33.24422607421877,12.981591796875023,61.24030303955078,55.148502349853516,SCSN,-0.46185192826876387,0.3837018644301187,-0.3802034240999497,2.0776624636782914,-1.147916980202445
1996ROCK,360,ROCK,1996,SUP,Forest,USFS,SHF,100.0,1042,23,2.2,12,19960813,19960821.0,0.015061874506682229,0.03116217160330297,1.3447454731415656,31.016259765625023,16.642083740234398,42.69268798828125,50.80657196044922,NW,-0.46185192826876387,-0.025083937500484668,0.4819607516661681,0.5318282449618693,-1.482408829561777
1996ROGGE,361,ROGGE,1996,SUP,Forest,USFS,STF,92.75,8561,470,5.5,147,19960814,19960901.0,0.009720987799841343,0.023890478396758497,1.3522158655099037,35.42885742187502,19.102075195312523,41.93154525756836,56.4975471496582,SCSN,-0.46185192826876387,0.7845365960549738,1.061368257017123,0.46839149176147815,-1.0439898212004397
1997AMPHITHEATER,370,AMPHITHEATER,1997,SUP,Forest,NPS,KNP,0.0,101,2,1.8,1,19970923,19970930.0,0.043757934638144196,0.06666665750599637,1.3801645316540418,25.633691406250023,10.799096679687523,45.848960876464844,53.1141242980957,SCSN,-0.3569954933405402,-1.0126740616178462,-0.8942515719826787,0.7948849571415386,-1.3046405606838598
1997CHOKE,373,CHOKE,1997,SUP,Forest,USFS,SQF,99.93,1592,517,32.5,372,19970806,19970812.0,0.005157848656617296,0.013388638351371713,1.3602364471826411,22.558770751953148,9.995050048828148,57.8542366027832,51.71754837036133,SCSN,-0.3569954933405402,-1.576858493263542,-1.083630543852837,1.7954538158098834,-1.4122294031900815
1997HUFFER,377,HUFFER,1997,SUP,Forest,NPS,LNP,0.0,927,192,20.7,130,19970730,19970817.0,0.005584533143209294,0.012041803516374535,1.317897082496371,29.499169921875023,10.266503906250023,52.368499755859375,65.431488037109375,SCSN,-0.3569954933405402,-0.3034385903451023,-1.019694385854391,1.338250034654853,-0.35574055382319686
1997JACKS,378,JACKS,1997,SUP,Forest,USFS,SQF,98.94,2320,1501,64.7,1482,19970808,19970818.0,0.0021499596380849667,0.005641271368321205,1.362623812462547,34.76619873046877,19.381280517578148,32.66267776489258,78.16852569580078,SCSN,-0.3569954933405402,0.6629524125204544,1.127130135547509,-0.3041138950130759,0.625490120029146
1997MAYBERT,380,MAYBERT,1997,SUP,Forest,USFS,TNF,58.09,206,50,24.4,49,19970521,19970523.0,0.004929005439041735,0.011350058371321414,1.3002691476399226,23.356805419921898,7.138116455078148,56.72332763671875,61.397979736328125,SCSN,-0.3569954933405402,-1.430435614041488,-1.7565307537665564,1.7011992298071412,-0.6664723090413271
1997SUGARLOAF,383,SUGARLOAF,1997,WFU,Forest,NPS,KNP,0.0,135,7,5.1,5,19970815,19971026.0,0.013485601238230146,0.03290043785843437,1.3002542319561687,21.662225341796898,7.206567382812523,28.356260299682617,62.27928924560547,SCSN,-0.3569954933405402,-1.7413560590679589,-1.7404083476518275,-0.6630283678117737,-0.5985783491714203
1998ROUGH,389,ROUGH,1998,SUP,Forest,USFS,SNF,100.0,379,8,2.0,2,19981020,19981022.0,0.03655654783250257,0.06039216987303452,1.3573198926257486,25.945092773437523,12.581384277343773,33.74943161010742,51.51814651489258,SCSN,-0.25213905841231654,-0.9555383423221736,-0.47446523140648406,-0.21353937766348446,-1.4275908414029532
1999BELL_WEST,392,BELL WEST,1999,SUP,Forest,USFS,MDF,79.67,941,84,9.0,46,19990522,19990526.0,0.008070289751143081,0.015433402164925648,1.338755432987673,27.464898681640648,9.350579833984398,56.62405014038086,53.949798583984375,SCSN,-0.1472826234840929,-0.6766853477471253,-1.235424111543808,1.6929250365718713,-1.2402622284031135
1999BOHEMOTASH,394,BOHEMOTASH,1999,SUP,Forest,USFS,SHF,45.79,2309,195,8.4,37,19990823,19990907.0,0.01334571663443584,0.028768379730315836,1.3522019464476207,38.17363891601565,19.640924072265648,36.09020233154297,65.23677825927734,NW,-0.1472826234840929,1.2881473103995538,1.1882845854913853,-0.018449956766918983,-0.37074052568693655
1999BUCKS,396,BUCKS,1999,SUP,Forest,USFS,PNF,80.83,13893,1377,9.9,107,19990823,19991010.0,0.01027407584676453,0.022204850584527754,1.3507435268260912,32.96114501953127,18.067315673828148,22.837574005126953,108.24090576171875,SCSN,-0.1472826234840929,0.3317623375596111,0.8176489417553678,-1.1229782909099222,2.9421937796347244
1999CINDER,398,CINDER,1999,SUP,Forest,USFS,LNF,42.05,298,107,35.9,106,19990817,19990822.0,0.005186572518029832,0.00970818912476383,1.3263703347330902,29.926293945312523,10.645898437500023,47.46102523803711,64.75415802001953,SCSN,-0.1472826234840929,-0.22507015372591038,-0.9303347100548764,0.92924100485998,-0.40792042538351764
1999DEER,400,DEER,1999,WFU,Forest,USFS,STF,100.0,140,4,2.9,2,19990806,19990806.0,0.029305166566736703,0.04927545105653238,1.3495945763946253,NA,NA,NA,NA,SCSN,-0.1472826234840929,NA,NA,NA,NA
1999DEVILSGAP,402,DEVILS GAP,1999,SUP,Forest,USFS,PNF,97.88,606,177,29.3,147,19990822,19990828.0,0.005927592111041083,0.012022968478500255,1.3441918518311238,31.390283203125023,15.515618896484398,42.60898971557617,54.44575500488281,SCSN,-0.1472826234840929,0.04354163832152277,0.21664186869386415,0.5248524880444799,-1.2020549414247717
1999EAST,405,EAST,1999,SUP,Forest,USFS,KNF,100.0,475,122,25.8,76,19990724,19990810.0,0.00836945722952865,0.01940371568997412,1.347936215921065,36.86873779296877,12.939904785156273,54.79956817626953,56.949527740478516,NW,-0.1472826234840929,1.0487249053266738,-0.39002206286620916,1.5408652356886738,-1.009170326151199
1999GUN2,411,GUN II,1999,SUP,Forest,CDF,TGU,55.92,24609,1032,4.2,348,19990928,19991006.0,0.0051904191627375,0.014748755187868836,1.3512389686673736,29.818231201171898,11.580438232421898,27.192625045776367,84.40838623046875,SCSN,-0.1472826234840929,-0.24489743538270936,-0.7102203799383597,-0.7600104967065575,1.1061939321120835
1999HIGH,412,HIGH,1999,SUP,Forest,USFS,SHF,38.62,1332,105,7.9,30,19990823,19991005.0,0.01310485881723889,0.028701326486513985,1.3650326434858047,37.01003417968752,19.717675781250023,26.464096069335938,93.39957427978516,NW,-0.1472826234840929,1.0746498739996417,1.2063620939080342,-0.8207290860235695,1.7988533828238182
1999HIRAM,413,HIRAM,1999,WFU,Forest,USFS,STF,100.0,1118,110,9.8,45,19990810,19990817.0,0.01137617549960589,0.026317235266192604,1.3482800252751173,22.700067138671898,6.126611328125023,56.88841247558594,57.696128845214844,SCSN,-0.1472826234840929,-1.5509335245905742,-1.994772907432492,1.7149580765487182,-0.9516539770023503
1999HORTON2,414,HORTON 2,1999,SUP,Forest,USFS,PNF,97.96,1643,365,22.2,90,19990824,19990907.0,0.010500279527454833,0.02239698502187751,1.3545535135471225,28.354211425781273,11.112023925781273,40.436248779296875,61.79709243774414,SCSN,-0.1472826234840929,-0.5135148267754283,-0.8205470903507431,0.3437673577772006,-0.6357256287340554
1999JACKASS,415,JACKASS,1999,SUP,Forest,USFS,SHF,90.91,2217,50,2.3,10,19990823,19990907.0,0.020738305729602374,0.03835125549491122,1.351493713136988,38.52388916015627,19.977655029296898,36.742916107177734,65.8073959350586,NW,-0.1472826234840929,1.352410996243971,1.2675956104891206,0.03594988313782132,-0.3267815156311857
1999LOOKOUT,424,LOOKOUT,1999,SUP,Forest,USFS,PNF,92.33,1062,124,11.6,65,19990823,19991010.0,0.007782336137318729,0.020479300654916165,1.323442291451976,31.545831298828148,15.073541259765648,25.196903228759766,101.43351745605469,SCSN,-0.1472826234840929,0.07208150124293039,0.11251829536441045,-0.9263421284152937,2.4177689963113185
1999LOST_BEAR,425,LOST BEAR,1999,WFU,Forest,NPS,YNP,0.0,868,9,1.0,3,19990711,19991122.0,0.028455068514804775,0.05085910116033775,1.3636964613194527,26.157617187500023,12.950189208984398,22.566444396972656,69.34040832519531,SCSN,-0.1472826234840929,-0.9165445017522927,-0.3875997486171393,-1.1455753431365048,-0.054606758737305576
1999LOST_VALLEY,426,LOST VALLEY,1999,SUP,Forest,NPS,YNP,0.0,363,33,9.0,6,19991106,19991108.0,0.0234343032445291,0.03999999843454806,1.3446435861661712,17.474511718750023,2.5418945312500227,47.829933166503906,66.172698974609375,SCSN,-0.1472826234840929,-2.5097150172128124,-2.839089586817481,0.9599873028504988,-0.29863945016322907
1999LUNCH,428,LUNCH,1999,SUP,Forest,USFS,SHF,88.54,825,34,4.1,17,19990823,19991005.0,0.014236161526758002,0.032888912527120034,1.3345761845930382,37.70461425781252,19.527551269531273,29.738691329956055,74.76658630371094,NW,-0.1472826234840929,1.202090972703043,1.161581625742737,-0.5478109026171957,0.36341291090451666
1999MEGRAM,429,MEGRAM,1999,SUP,Forest,USFS,SHF,98.26,50779,7042,13.9,618,19990000,19990007.0,0.00635746293866709,0.01621250109374423,1.35078059954913,NA,NA,NA,NA,NW,-0.1472826234840929,NA,NA,NA,NA
1999ONION,433,ONION,1999,SUP,Forest,USFS,SHF,99.12,6775,237,3.5,85,19990823,19990901.0,0.010164003896807699,0.02654064034057919,1.336565765104729,39.6008239746094,17.912713623046898,44.03472900390625,52.74724197387695,NW,-0.1472826234840929,1.5500062920323865,0.78123516138211,0.6436794408778675,-1.3329042904351829
1999PIDGEN,435,PIDGEON,1999,SUP,Forest,USFS,PNF,95.79,1916,169,8.8,31,19990823,19990917.0,0.011692984162515697,0.023937941881686672,1.3404904395559734,31.208612060546898,16.402093505859398,26.056798934936523,81.61930084228516,SCSN,-0.1472826234840929,0.010208735835523234,0.42543529393713153,-0.8546748976979746,0.8913295179355549
1999PILOT,436,PILOT,1999,SUP,Forest,USFS,STF,95.95,1647,734,44.5,348,19990823,19990830.0,0.004830847825930684,0.010792566875858957,1.362046951055012,36.1373229980469,16.758264160156273,49.95070266723633,66.07670593261719,SCSN,-0.1472826234840929,0.9145253968633862,0.5093249960169365,1.1367409207782078,-0.3060345226913264
1999REPTILE,440,REPTILE,1999,SUP,Forest,USFS,SHF,95.35,735,134,18.2,24,19990823,19991005.0,0.012738907778982636,0.024193912264849928,1.341038399481405,34.72200927734377,18.783105468750023,24.233596801757812,77.63033294677734,NW,-0.1472826234840929,0.6548445605467055,0.9862405759154076,-1.0066280322284176,0.5840290481584541
1999RICHBAR_CMPLX,441,RICHBAR COMPLEX,1999,SUP,Forest,USFS,SQF,76.87,1027,386,37.6,238,19990908,19990911.0,0.006391886851014111,0.01827857169274918,1.3714415461636713,34.72316894531252,19.143884277343773,49.37807083129883,62.54102325439453,SCSN,-0.1472826234840929,0.6550573356675635,1.0712156472878225,1.08901543778367,-0.5784149921416232
1999SHEEP1,442,SHEEP #1,1999,SUP,Forest,USFS,SHF,52.56,5019,500,10.0,145,19990000,19990007.0,0.00712227678900639,0.01702178167653124,1.3526598479290861,NA,NA,NA,NA,NW,-0.1472826234840929,NA,NA,NA,NA
1999SHEEP2,443,SHEEP #2,1999,SUP,Forest,USFS,SHF,78.13,1059,111,10.5,54,19990823,19990919.0,0.00997034246800137,0.01998928792528907,1.3460866092661163,37.23562011718752,20.462091064453148,29.2276611328125,68.75379943847656,NW,-0.1472826234840929,1.1160402343518185,1.3816959558592536,-0.5904022526834046,-0.09979769313091154
1999STAG,446,STAG,1999,SUP,Forest,USFS,PNF,100.0,190,6,3.2,5,19990823,19990906.0,0.027912606858640897,0.04411766297831816,1.3935952597746226,32.94570312500002,15.797357177734398,38.87919235229492,71.75086212158203,SCSN,-0.1472826234840929,0.3289290688450276,0.28300034094138016,0.21399589666596733,0.13108879043966673
